family	paralog_name	paralog_type	classification	mean_TPM	median_TPM	max_TPM	tissues_detected	samples_detected	pct_samples	pearson_r_vs_parent	pearson_pvalue	tissue_specificity
Snrpd3	Snrpd3-dl1	dl	supported	1664.7450	1578.6347	2629.4087	6	29	100.0000	0.4894	0.3245	0.0114
Snrpd3	Snrpd3-dl2	dl	supported	151.2300	156.9805	247.1714	6	29	100.0000	0.7017	0.1202	0.0188
Snrpd3	Snrpd3-l1	l	supported	12.9948	14.1760	33.1198	6	26	89.6552	-0.0968	0.8552	0.0115
Snrpe	Snrpe-dl1	dl	supported	3.8653	2.9140	18.1675	6	22	75.8621	-0.1705	0.7467	0.1589
Snrpe	Snrpe-dl2	dl	low expression	2.7257	0.0000	52.6384	4	4	13.7931	0.2842	0.5851	0.4613
Snrpe	Snrpe-dl3	dl	supported	53.4517	51.0721	128.4999	6	26	89.6552	0.2066	0.6945	0.0216
Snrpe	Snrpe-dl4	dl	supported	9.3209	6.2761	34.3894	6	17	58.6207	-0.5625	0.2452	0.0226
Snrpe	Snrpe-dl5	dl	supported	86.4977	71.9390	187.2057	6	28	96.5517	0.1929	0.7142	0.0463
Snrpe	Snrpe-dl6	dl	parent correlated	123.9520	112.6357	227.0429	6	29	100.0000	0.8951	0.0159	0.0205
Snrpe	Snrpe-dl7	dl	supported	85.8460	69.3214	224.6386	6	26	89.6552	0.2338	0.6557	0.0790
Snrpe	Snrpe-dl8	dl	supported	40.6108	41.5585	90.8172	6	25	86.2069	0.7053	0.1175	0.0194
Snrpe	Snrpe-dl9	dl	supported	343.8107	356.4900	488.1972	6	29	100.0000	0.7943	0.0591	0.0145
Snrpg	Snrpg-dl1	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Snrpg	Snrpg-dl2	dl	supported	9.0205	5.8080	47.5563	6	15	51.7241	0.3688	0.4719	0.1331
Snrpg	Snrpg-dl3	dl	supported	386.3950	366.3648	764.6801	6	29	100.0000	0.0480	0.9281	0.0448
Snrpg	Snrpg-dl4	dl	supported	48.4038	37.7155	139.9965	6	29	100.0000	-0.3379	0.5125	0.0882
Snrpg	Snrpg-dl5	dl	supported	175.0585	167.3830	321.6786	6	29	100.0000	0.5477	0.2605	0.0183
Snrpg	Snrpg-dl6	dl	low expression	3.7968	0.0000	37.9013	6	10	34.4828	-0.0196	0.9706	0.1635
Snrpg	Snrpg-l1	l	supported	526.8414	473.2123	925.1638	6	29	100.0000	0.6447	0.1669	0.0176
Snrpg	Snrpg-l2	l	supported	306.6423	294.3185	515.1241	6	29	100.0000	0.1570	0.7665	0.0277
Snrpn	Snrpn-l1	l	parent correlated	90.0974	6.2731	482.3340	6	20	68.9655	0.9751	0.0009	0.7094
Snurf	Snurf-dl1	dl	parent correlated	183.6335	13.4387	1005.5483	6	27	93.1034	0.9651	0.0018	0.6650
Snurf	Snurf-l1	l	parent correlated	189.9235	32.5004	977.5484	6	25	86.2069	0.8821	0.0200	0.5197
Snw1	Snw1-dl1	dl	parent correlated	985.7261	589.4457	2197.8130	6	29	100.0000	0.9151	0.0105	0.0931
Snw1	Snw1-dl2	dl	supported	5.5414	5.2525	15.7129	6	26	89.6552	0.6221	0.1872	0.0194
Snw1	Snw1-dl3	dl	parent correlated	14.4881	12.2650	29.1198	6	29	100.0000	0.8980	0.0151	0.0084
Snw1	Snw1-dl4	dl	supported	59.5453	58.0809	97.5623	6	29	100.0000	0.7377	0.0942	0.0136
Snw1	Snw1-dl5	dl	supported	35.1537	33.3158	70.3147	6	29	100.0000	0.5161	0.2946	0.0169
Snw1	Snw1-dl6	dl	supported	9.3073	8.1086	23.9018	6	28	96.5517	0.4451	0.3764	0.0410
Snw1	Snw1-dl7	dl	supported	24.3187	25.4194	46.4514	6	29	100.0000	0.6101	0.1984	0.0249
Snx17	Snx17-l1	l	parent correlated	41.1478	34.7220	73.2439	6	29	100.0000	0.8875	0.0183	0.0198
Snx3	Snx3-dl1	dl	supported	184.2922	194.5991	312.4455	6	29	100.0000	0.6198	0.1893	0.0344
Snx3	Snx3-dl2	dl	supported	35.8727	36.4951	81.1361	6	27	93.1034	0.4596	0.3591	0.0330
Snx3	Snx3-dl3	dl	supported	461.7521	471.3190	701.3366	6	29	100.0000	0.6563	0.1569	0.0114
Snx3	Snx3-dl4	dl	parent correlated	429.4082	424.7185	655.2162	6	29	100.0000	0.8853	0.0190	0.0079
Sod1	Sod1-dl1	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Sod1	Sod1-dl2	dl	low expression	8.3971	0.0000	51.5000	4	12	41.3793	-0.7559	0.0821	0.4358
Sod1	Sod1-dl3	dl	parent correlated	1306.9307	793.5918	4738.8114	6	29	100.0000	0.9878	0.0002	0.2251
Sod1	Sod1-dl4	dl	parent correlated	705.0871	461.4015	2220.1838	6	29	100.0000	0.9991	0.0000	0.1874
Sod1	Sod1-dl5	dl	parent correlated	3852.4796	2536.4253	11911.8004	6	29	100.0000	0.9956	0.0000	0.1829
Sod1	Sod1-dl6	dl	parent correlated	741.1725	477.8706	2428.3950	6	28	96.5517	0.9794	0.0006	0.2120
Sod2	Sod2-dl1	dl	parent correlated	96.7255	81.9493	198.8647	6	29	100.0000	0.9829	0.0004	0.0573
Sod2	Sod2-dl2	dl	parent correlated	597.0603	492.8628	1472.0698	6	29	100.0000	0.9926	0.0001	0.0847
Sod2	Sod2-dl3	dl	parent correlated	131.3836	109.7493	298.3857	6	28	96.5517	0.9730	0.0011	0.1030
Sod2	Sod2-dl4	dl	parent correlated	65.1408	56.5899	142.0811	6	29	100.0000	0.9533	0.0032	0.0752
Sp100	Sp100-l1	l	supported	5.6171	3.9915	13.8296	6	29	100.0000	0.4134	0.4152	0.0694
Sp100	Sp100-l2	l	parent correlated	295.9411	277.4708	565.7026	6	29	100.0000	0.8028	0.0545	0.0332
Spag6	Spag6-l1	l	supported	14.2258	13.0793	24.8615	6	29	100.0000	0.1164	0.8262	0.0429
Spart	Spart-l1	l	parent correlated	315.4894	318.2022	494.6226	6	29	100.0000	0.9865	0.0003	0.0228
Spata31d1	Spata31d1-l1	l	low expression	0.8322	0.0000	10.9226	6	13	44.8276	0.2174	0.6790	0.3724
Spdl1	Spdl1-l1	l	parent correlated	4.6640	3.4346	26.8071	6	20	68.9655	0.9460	0.0043	0.1301
Spef1	Spef1-l1	l	parent correlated	10.8367	4.3039	61.8013	6	27	93.1034	0.8141	0.0486	0.4268
Sppl2b	Sppl2b-l1	l	parent correlated	17.5383	19.1065	34.1228	6	27	93.1034	0.9462	0.0043	0.0199
Spta1	Spta1-rl1	rl	low expression	0.2606	0.0951	3.3828	6	19	65.5172	-0.1379	0.7944	0.5109
Spta1	Spta1-rl2	rl	low expression	0.6857	0.0000	12.4995	5	14	48.2759	-0.3776	0.4605	0.8636
Srm	Srm-dl1	dl	supported	15.4924	11.9118	61.0789	6	27	93.1034	0.7779	0.0685	0.0707
Srp14	Srp14-dl1	dl	low expression	3.9286	0.0000	38.9914	5	12	41.3793	0.1038	0.8449	0.2138
Srp14	Srp14-dl2	dl	parent correlated	1180.4613	1083.3030	2039.6903	6	29	100.0000	0.8449	0.0342	0.0172
Srp14	Srp14-dl3	dl	parent correlated	563.5841	510.4127	937.3477	6	29	100.0000	0.9512	0.0035	0.0159
Srp14	Srp14-l1	l	low expression	0.4628	0.0000	5.8709	2	6	20.6897	0.6713	0.1443	0.6906
Srp14	Srp14-l2	l	low expression	0.2842	0.0000	8.2426	1	1	3.4483	0.0909	0.8641	1.0000
Srp14	Srp14-l3	l	low expression	5.4052	0.0000	81.6802	3	7	24.1379	-0.0542	0.9188	0.8019
Srp14	Srp14-l4	l	supported	8.1864	3.4323	75.9825	6	22	75.8621	-0.1493	0.7778	0.3446
Srp14	Srp14-l5	l	low expression	0.8809	0.0000	10.3460	3	4	13.7931	-0.2100	0.6896	0.4559
Srp14	Srp14-l6	l	supported	1509.8663	1545.5081	2285.3774	6	29	100.0000	0.5500	0.2582	0.0196
Srp19	Srp19-l1	l	supported	50.5979	42.6946	118.0439	6	29	100.0000	0.6543	0.1586	0.0620
Srp9	Srp9-dl1	dl	parent correlated	351.6905	354.6581	523.9425	6	29	100.0000	0.8922	0.0168	0.0094
Srpk1	Srpk1-l1	l	parent correlated	212.0054	218.0792	338.3508	6	29	100.0000	0.9656	0.0018	0.0146
Srpra	Srpra-dl1	dl	parent correlated	434.3360	377.5320	1032.8956	6	29	100.0000	0.9937	0.0001	0.0652
Srrm1	Srrm1-l1	l	parent correlated	4.3200	3.2403	17.4318	6	27	93.1034	0.9493	0.0038	0.1712
Srsf6	Srsf6-dl1	dl	parent correlated	352.9571	340.2363	575.8503	6	29	100.0000	0.9771	0.0008	0.0152
Ssmem1	Ssmem1-l1	l	low expression	0.0393	0.0000	1.1403	1	1	3.4483	-0.5203	0.2900	1.0000
Ssrp1	Ssrp1-l1	l	parent correlated	106.9486	88.3486	205.6974	6	29	100.0000	0.9569	0.0027	0.0499
Ssu72	Ssu72-dl1	dl	parent correlated	39.2501	8.8421	202.2905	6	27	93.1034	0.9107	0.0116	0.4383
Stip1	Stip1-dl1	dl	parent correlated	129.9508	120.6051	247.0781	6	29	100.0000	0.9751	0.0009	0.0172
Stip1	Stip1-dl2	dl	parent correlated	93.8032	95.5734	161.0617	6	29	100.0000	0.8167	0.0473	0.0342
Stip1	Stip1-dl3	dl	parent correlated	329.4455	330.2800	524.8708	6	29	100.0000	0.8795	0.0209	0.0303
Stip1	Stip1-dl4	dl	parent correlated	161.7593	157.2666	275.7664	6	29	100.0000	0.8879	0.0182	0.0293
Stk35	Stk35-l1	l	low expression	0.3951	0.3469	1.0722	6	25	86.2069	0.9645	0.0019	0.0274
Stk38l	Stk38l-l1	l	supported	21.7097	21.7522	37.4671	6	29	100.0000	0.7876	0.0629	0.0105
Stmn1	Stmn1-dl1	dl	low expression	2.3984	0.0000	24.1081	4	8	27.5862	0.6892	0.1299	0.4549
Stmn1	Stmn1-dl2	dl	parent correlated	460.5183	57.9059	4196.0455	6	26	89.6552	0.9322	0.0067	0.7778
Stmn1	Stmn1-dl3	dl	low expression	34.8822	0.0000	213.9232	5	11	37.9310	0.9866	0.0003	0.7389
Stmn1	Stmn1-dl4	dl	low expression	6.8487	0.0000	50.7610	5	9	31.0345	0.9665	0.0017	0.6872
Stmn1	Stmn1-dl5	dl	low expression	13.1248	0.0000	74.9525	6	13	44.8276	0.8317	0.0401	0.4709
Stmn1	Stmn1-dl6	dl	parent correlated	7.3580	3.0122	24.4226	6	22	75.8621	0.9300	0.0072	0.2947
Stmp1	Stmp1-l1	l	parent correlated	39.1297	27.9483	140.3564	6	22	75.8621	0.9312	0.0069	0.1179
Stmp1	Stmp1-l2	l	parent correlated	733.6638	673.6375	1584.0560	6	29	100.0000	0.8661	0.0257	0.0288
Stub1	Stub1-dl1	dl	supported	1638.3308	1530.1059	2863.9401	6	29	100.0000	0.7792	0.0678	0.0224
Stx12	Stx12-dl1	dl	parent correlated	784.0074	553.2650	1972.9395	6	29	100.0000	0.8705	0.0241	0.0963
Styx	Styx-dl1	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Sub1	Sub1-l1	l	supported	25.0451	17.7155	83.2502	6	27	93.1034	0.6403	0.1708	0.1104
Sugt1	Sugt1-dl1	dl	supported	276.8157	289.8906	369.7733	6	29	100.0000	-0.2183	0.6777	0.0094
Sult1a1	Sult1a1-l1	l	supported	221.3765	8.9768	1446.9667	6	28	96.5517	-0.4304	0.3942	0.6841
Sult6b1	Sult6b1-l1	l	low expression	5.1240	0.2620	41.5415	6	25	86.2069			0.6459
Sumo1	Sumo1-dl1	dl	parent correlated	46.4798	44.8687	83.9468	6	29	100.0000	0.9038	0.0134	0.0044
Sumo1	Sumo1-l1	l	supported	484.1098	472.8399	769.2141	6	29	100.0000	0.3489	0.4979	0.0087
Sumo2	Sumo2-dl1	dl	parent correlated	145.0285	115.9646	272.2970	6	29	100.0000	0.8844	0.0193	0.0499
Sumo2	Sumo2-l1	l	supported	220.8059	193.3480	506.3274	6	29	100.0000	0.6286	0.1813	0.0372
Surf6	Surf6-dl1	dl	parent correlated	34.1171	32.5891	58.1781	6	29	100.0000	0.9540	0.0031	0.0132
Syap1	Syap1-dl1	dl	parent correlated	791.9964	780.3107	1365.8649	6	29	100.0000	0.8194	0.0460	0.0283
Syap1	Syap1-dl2	dl	supported	6.2527	3.7793	40.2090	6	23	79.3103	0.3898	0.4449	0.1121
Syf2	Syf2-l1	l	supported	441.8520	392.8991	899.3157	6	29	100.0000	0.7278	0.1011	0.0237
Taar4	Taar4-l1	l	low expression	0.2036	0.0000	3.3545	3	4	13.7931	0.3349	0.5164	0.5054
Taar7a	Taar7a-l1	l	low expression	0.4765	0.4449	0.9208	6	29	100.0000			0.0282
Taar7a	Taar7a-l2	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Taar7a	Taar7a-l3	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Taf13	Taf13-dl1	dl	parent correlated	84.7991	80.7243	171.4656	6	28	96.5517	0.8722	0.0234	0.0250
Taf13	Taf13-dl2	dl	supported	286.6592	234.0018	507.1714	6	29	100.0000	0.6888	0.1302	0.0360
Taf13	Taf13-dl3	dl	parent correlated	46.6061	39.9342	97.4967	6	29	100.0000	0.9889	0.0002	0.0448
Taf1a	Taf1a-l1	l	parent correlated	93.9100	77.2460	222.4566	6	29	100.0000	0.8719	0.0236	0.0833
Taf7l	Taf7l-l1	l	supported	1.1727	1.0682	4.7848	6	28	96.5517	0.7088	0.1148	0.0710
Taldo1	Taldo1-dl1	dl	parent correlated	1768.7454	1668.2735	2370.5618	6	29	100.0000	0.9508	0.0036	0.0077
Tank	Tank-l1	l	supported	85.3735	72.5853	174.5310	6	29	100.0000	0.6514	0.1611	0.0443
Tank	Tank-l2	l	supported	42.3374	43.1567	77.1249	6	29	100.0000	0.6484	0.1637	0.0382
Tas2r143	Tas2r143-dl1	dl	low expression	2.7727	0.0000	58.8760	4	5	17.2414	0.9203	0.0093	0.7498
Tas2r39	Tas2r39-l1	l	low expression	0.2160	0.0000	3.7269	1	2	6.8966	1.0000	0.0000	1.0000
Tbca	Tbca-l1	l	supported	717.8790	739.9807	1050.9608	6	29	100.0000	-0.5907	0.2170	0.0137
Tbca	Tbca-l2	l	supported	72.0912	65.4374	151.4255	6	29	100.0000	0.5972	0.2107	0.0070
Tbcc	Tbcc-dl1	dl	parent correlated	68.3439	59.6774	128.2036	6	29	100.0000	0.8427	0.0352	0.0298
Tbpl1	Tbpl1-l1	l	supported	140.8099	110.1210	348.8877	6	29	100.0000	0.7751	0.0702	0.0946
Tcaf2	Tcaf2-l1	l	parent correlated	23.9083	15.2279	90.1882	6	29	100.0000	0.8491	0.0325	0.1848
Tcea3	Tcea3-l1	l	supported	437.0569	363.3636	1066.7518	6	29	100.0000	-0.3922	0.4419	0.1259
Tceal5	Tceal5-l1	l	low expression	62.6220	0.0000	477.2832	4	11	37.9310	0.9043	0.0133	0.9569
Tceal5	Tceal5-l2	l	parent correlated	83.9102	2.7213	586.3428	6	19	65.5172	0.9556	0.0029	0.9012
Tcp1	Tcp1-l1	l	supported	210.5797	225.1571	329.2916	6	29	100.0000	0.7928	0.0600	0.0102
Tdrkh	Tdrkh-l1	l	parent correlated	54.4600	18.6926	242.1208	6	28	96.5517	0.9931	0.0001	0.3954
Tdrkh	Tdrkh-l2	l	parent correlated	50.2017	18.1301	221.6844	6	28	96.5517	0.9909	0.0001	0.3985
Teddm1	Teddm1-l1	l	low expression	6.4909	0.0000	85.1500	3	8	27.5862	0.9139	0.0108	0.9151
Teddm1	Teddm1-l2	l	low expression	0.2304	0.0000	6.6826	1	1	3.4483	-0.5059	0.3059	1.0000
Tep1	Tep1-l1	l	parent correlated	4.0820	2.0810	47.4374	6	29	100.0000	0.9062	0.0128	0.3204
Tep1	Tep1-l2	l	parent correlated	4.0774	1.7424	19.4081	6	29	100.0000	0.8565	0.0294	0.3815
Terf1	Terf1-l1	l	parent correlated	44.2897	34.8351	144.4570	6	29	100.0000	0.9334	0.0065	0.0972
Terf2	Terf2-l1	l	parent correlated	105.0078	88.1873	228.4969	6	29	100.0000	0.9033	0.0136	0.0597
Tex47	Tex47-l1	l	low expression	1.8864	0.0000	20.7863	3	4	13.7931	-0.1767	0.7377	0.3938
Tfam	Tfam-l1	l	supported	277.7000	292.8853	366.9782	6	29	100.0000	-0.4880	0.3261	0.0087
Tfdp1	Tfdp1-l1	l	parent correlated	24.9798	21.4084	61.1806	6	29	100.0000	0.9204	0.0093	0.0835
Tfe3	Tfe3-l1	l	parent correlated	92.9364	88.2437	192.6853	6	29	100.0000	0.9594	0.0024	0.0302
Tgas113e22.1	Tgas113e22.1-l1	l	parent correlated	451.5697	361.1381	1218.6377	6	29	100.0000	0.9773	0.0008	0.0763
Tgif2lx	Tgif2lx-l1	l	low expression	0.0438	0.0000	1.2694	1	1	3.4483	-0.2000	0.7040	1.0000
Thap1	Thap1-dl1	dl	parent correlated	61.4993	59.9422	90.6249	6	29	100.0000	0.8911	0.0171	0.0114
Them5	Them5-dl1	dl	low expression	0.2172	0.0000	1.2745	5	11	37.9310	0.0996	0.8511	0.4670
Timm17a	Timm17a-l1	l	parent correlated	552.7098	567.2398	1031.6979	6	29	100.0000	0.8489	0.0325	0.0642
Timm23	Timm23-dl1	dl	parent correlated	120.9311	108.5864	241.8039	6	29	100.0000	0.9856	0.0003	0.0417
Tle6	Tle6-l1	l	low expression	0.6059	0.0000	4.8891	5	6	20.6897	-0.1072	0.8399	0.1379
Tma7	Tma7-dl1	dl	supported	129.9370	128.5458	172.0030	6	29	100.0000	0.6738	0.1423	0.0097
Tmem11	Tmem11-l1	l	parent correlated	6.2487	6.0290	21.2965	6	22	75.8621	0.8334	0.0393	0.0732
Tmem11	Tmem11-l2	l	supported	3.3967	2.0480	16.4317	6	17	58.6207	0.1075	0.8394	0.0809
Tmem126a	Tmem126a-dl1	dl	supported	120.2726	119.2883	276.0623	6	29	100.0000	0.7111	0.1132	0.0141
Tmem14c	Tmem14c-l1	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Tmem17	Tmem17-l1	l	parent correlated	251.8880	121.5386	967.2883	6	29	100.0000	0.9950	0.0000	0.3437
Tmem184c	Tmem184c-dl1	dl	low expression	0.4390	0.0312	3.3589	6	16	55.1724	0.6138	0.1949	0.5196
Tmem198	Tmem198-l1	l	supported	95.4554	96.6273	199.5992	6	29	100.0000	0.3956	0.4375	0.1318
Tmem203	Tmem203-dl1	dl	parent correlated	107.5767	101.1140	165.1089	6	29	100.0000	0.9400	0.0053	0.0203
Tmem203	Tmem203-l1	l	low expression	3.1097	0.0000	17.5875	5	14	48.2759	0.2667	0.6094	0.2464
Tmem209	Tmem209-l1	l	parent correlated	89.4548	86.7642	143.0457	6	29	100.0000	0.8442	0.0345	0.0092
Tmem238	Tmem238-l1	l	supported	69.7985	65.5647	158.6102	6	29	100.0000	-0.0276	0.9586	0.0919
Tmem242	Tmem242-dl1	dl	supported	106.4722	109.6435	244.3156	6	29	100.0000	0.7343	0.0965	0.0076
Tmem263	Tmem263-dl1	dl	parent correlated	171.3971	153.0638	289.8436	6	29	100.0000	0.9815	0.0005	0.0301
Tmem30a	Tmem30a-l1	l	supported	132.5168	96.1359	287.2181	6	29	100.0000	-0.4310	0.3935	0.0660
Tmem30a	Tmem30a-l2	l	supported	210.5415	224.0668	353.7207	6	29	100.0000	-0.3754	0.4634	0.0458
Tmem38b	Tmem38b-dl1	dl	parent correlated	25.7085	19.8641	69.7395	6	28	96.5517	0.8119	0.0497	0.0735
Tmem45a	Tmem45a-l1	l	low expression	0.5468	0.1075	6.0018	6	28	96.5517	0.8906	0.0173	0.6832
Tmem9b	Tmem9b-dl1	dl	supported	363.1245	340.2096	544.9226	6	29	100.0000	0.6792	0.1378	0.0169
Tmem9b	Tmem9b-dl2	dl	supported	15.7802	17.0140	48.7967	6	25	86.2069	0.0107	0.9839	0.0557
Tmsb10	Tmsb10-l1	l	low expression	0.2504	0.0000	2.3234	5	7	24.1379	0.3378	0.5126	0.3608
Tmsb10	Tmsb10-l2	l	parent correlated	6.1469	4.0724	26.9525	6	29	100.0000	0.8030	0.0544	0.1093
Tnfaip8	Tnfaip8-l1	l	parent correlated	151.0529	47.3142	971.4268	6	29	100.0000	0.9092	0.0120	0.3534
Tnni2	Tnni2-dl1	dl	parent correlated	61.3409	4.4067	859.1796	6	23	79.3103	0.8546	0.0302	0.8393
Tnxb	Tnxb-l1	l	parent correlated	31.2901	2.7970	284.9492	6	29	100.0000	0.9899	0.0002	0.7532
Tomm20	Tomm20-dl1	dl	parent correlated	40.7429	32.6561	94.4361	6	29	100.0000	0.9259	0.0080	0.0706
Tomm20	Tomm20-dl2	dl	parent correlated	906.5029	722.0178	2029.5721	6	29	100.0000	0.9239	0.0085	0.0732
Tomm20	Tomm20-dl3	dl	low expression	3.9406	0.0000	21.3838	6	13	44.8276	0.4693	0.3478	0.1224
Tomm22	Tomm22-l1	l	parent correlated	588.3711	584.8447	866.9123	6	29	100.0000	0.9659	0.0017	0.0106
Tomm5	Tomm5-l1	l	supported	221.2841	186.3485	481.5851	6	29	100.0000	0.6044	0.2038	0.0673
Tomm6	Tomm6-dl1	dl	low expression	1.1451	0.0000	11.4108	2	4	13.7931	0.3986	0.4338	0.6247
Tomm7	Tomm7-dl1	dl	supported	26.8259	26.7797	44.1755	6	29	100.0000	0.5964	0.2114	0.0284
Tomm7	Tomm7-dl2	dl	parent correlated	2436.0640	2141.4620	5796.7079	6	29	100.0000	0.9625	0.0021	0.0700
Topors	Topors-l1	l	low expression	0.1827	0.0000	3.0170	2	3	10.3448	-0.0009	0.9987	0.6303
Tox4	Tox4-dl1	dl	parent correlated	367.6878	271.8166	685.9970	6	29	100.0000	0.9800	0.0006	0.0533
Tpgs1	Tpgs1-dl1	dl	parent correlated	57.7220	47.8313	150.8330	6	29	100.0000	0.9286	0.0075	0.0636
Tpgs2	Tpgs2-l1	l	parent correlated	192.5668	137.9674	476.9905	6	29	100.0000	0.8439	0.0347	0.1161
Tpm4	Tpm4-dl1	dl	parent correlated	1988.8863	1022.2275	6940.7267	6	29	100.0000	0.9982	0.0000	0.2197
Tpmt	Tpmt-l1	l	parent correlated	80.0705	60.5980	196.7155	6	29	100.0000	0.9472	0.0041	0.1301
Tpt1	Tpt1-l1	l	supported	53.1733	22.7587	195.1511	6	26	89.6552	0.0621	0.9070	0.0641
Tpx2	Tpx2-l1	l	low expression	0.6605	0.3431	2.6591	6	29	100.0000	-0.1528	0.7726	0.2807
Tpx2	Tpx2-l2	l	parent correlated	16.8531	5.2364	141.4019	6	29	100.0000	0.9805	0.0006	0.3473
Trap1	Trap1-l1	l	parent correlated	904.3379	862.6018	1618.2109	6	29	100.0000	0.9875	0.0002	0.0763
Trappc1	Trappc1-dl1	dl	low expression	0.4996	0.0000	7.3742	1	2	6.8966	0.2945	0.5711	1.0000
Trappc2	Trappc2-l1	l	supported	29.1512	9.4696	141.4797	6	29	100.0000	0.3514	0.4947	0.4469
Trappc2	Trappc2-l2	l	supported	117.6351	96.9632	254.4665	6	29	100.0000	0.5791	0.2285	0.0678
Trappc2l	Trappc2l-l1	l	low expression	0.2548	0.0000	7.3901	1	1	3.4483	0.6591	0.1545	1.0000
Trav12-3	Trav12-3-dl1	dl	low expression	0.4010	0.0000	11.6304	1	1	3.4483	0.3440	0.5044	1.0000
Trav12-3	Trav12-3-dl2	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Trav12-3	Trav12-3-dl3	dl	low expression	0.0423	0.0000	1.2270	1	1	3.4483	0.3362	0.5147	1.0000
Trav12-3	Trav12-3-dl4	dl	low expression	0.2935	0.0000	4.4388	2	3	10.3448	0.0791	0.8817	0.6137
Trav12-3	Trav12-3-dl5	dl	low expression	0.8125	0.0000	21.4486	1	2	6.8966	0.3440	0.5044	1.0000
Trav12-3	Trav12-3-dl6	dl	low expression	0.1136	0.0000	3.2951	1	1	3.4483	-0.2542	0.6270	1.0000
Trav13-1	Trav13-1-dl1	dl	low expression	1.5129	0.0000	20.4975	3	4	13.7931	0.1300	0.8061	0.5574
Trav13-1	Trav13-1-dl2	dl	low expression	1.0680	0.0000	9.1074	4	9	31.0345	-0.2143	0.6835	0.2831
Trav13-1	Trav13-1-dl3	dl	low expression	0.8229	0.0000	13.6574	3	4	13.7931	-0.1859	0.7244	0.6194
Trav13-1	Trav13-1-dl4	dl	low expression	0.6193	0.0000	7.2642	3	4	13.7931	-0.1168	0.8256	0.6048
Trav13-1	Trav13-1-dl5	dl	low expression	1.0000	0.0000	11.6219	4	5	17.2414	-0.1707	0.7464	0.3319
Trav13-1	Trav13-1-dl6	dl	low expression	0.9472	0.0000	13.6574	2	3	10.3448	-0.4817	0.3333	0.7206
Trav13-1	Trav13-1-dl7	dl	low expression	1.8605	0.0000	13.2622	5	11	37.9310	-0.2855	0.5834	0.2484
Trav18	Trav18-dl1	dl	low expression	0.0954	0.0000	2.7660	1	1	3.4483	0.6217	0.1876	1.0000
Trav18	Trav18-dl2	dl	low expression	0.2575	0.0000	7.4674	1	1	3.4483	-0.3162	0.5415	1.0000
Trav18	Trav18-dl3	dl	low expression	1.3979	0.0000	30.3639	3	5	17.2414	-0.1552	0.7691	0.7781
Trav18	Trav18-dl4	dl	low expression	0.1105	0.0000	3.2037	1	1	3.4483	-0.3162	0.5415	1.0000
Trav18	Trav18-dl5	dl	low expression	0.1298	0.0000	3.7638	1	1	3.4483	-0.3162	0.5415	1.0000
Trav18	Trav18-dl6	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Trav18	Trav18-dl7	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Trav18	Trav18-dl8	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Trav18	Trav18-dl9	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Trav9-1	Trav9-1-dl1	dl	low expression	8.3541	0.0000	67.3064	4	9	31.0345	0.1245	0.8143	0.8186
Trav9-1	Trav9-1-dl2	dl	low expression	1.8798	0.0000	19.9663	3	8	27.5862	0.1927	0.7146	0.5663
Trav9-2	Trav9-2-dl1	dl	low expression	3.6922	0.0000	27.0114	2	6	20.6897	0.9298	0.0072	0.7196
Trav9-2	Trav9-2-dl2	dl	low expression	6.7075	0.0000	55.4116	4	11	37.9310	0.0598	0.9104	0.5337
Trav9-2	Trav9-2-dl3	dl	low expression	6.1175	0.0000	57.5482	4	9	31.0345	0.2400	0.6469	0.5350
Trav9-2	Trav9-2-dl4	dl	low expression	85.1545	0.0000	1036.5860	5	11	37.9310	-0.2063	0.6949	0.6702
Trdmt1	Trdmt1-l1	l	parent correlated	77.2036	71.6627	139.3107	6	29	100.0000	0.9146	0.0106	0.0529
Trdv1	Trdv1-dl1	dl	low expression	0.4460	0.0000	7.7625	1	3	10.3448			1.0000
Trdv1	Trdv1-dl10	dl	low expression	0.0533	0.0000	1.5467	1	1	3.4483			1.0000
Trdv1	Trdv1-dl2	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Trdv1	Trdv1-dl3	dl	low expression	0.1503	0.0000	2.5396	1	2	6.8966			1.0000
Trdv1	Trdv1-dl4	dl	low expression	6.9418	0.0000	88.7426	4	9	31.0345			0.6424
Trdv1	Trdv1-dl5	dl	low expression	0.0582	0.0000	1.6870	1	1	3.4483			1.0000
Trdv1	Trdv1-dl6	dl	low expression	0.2948	0.0000	8.5486	1	1	3.4483			1.0000
