family	gene_name	gene_id	gene_type	chrom	start	end	strand	length	paralog_type	copy_num
Sugt1	Sugt1	gene-Sugt1	parent	chr7	60336055	60385248	+	49194		
Sugt1	Sugt1-dl1	gene-Sugt1-dl1	paralog_dl	chr14	56294081	56298073	-	3993	dl	1.0
Sult1a1	Sult1a1	gene-Sult1a1	parent	chr3	1862145	1871066	+	8922		
Sult1a1	Sult1a1-l1	gene-Sult1a1-l1	paralog_l	chr3	1877555	1880678	+	3124	l	1.0
Sult6b1	Sult6b1	gene-Sult6b1	parent	chr12	78998715	79022045	+	23331		
Sult6b1	Sult6b1-l1	gene-Sult6b1-l1	paralog_l	chr4	28553002	28588425	-	35424	l	1.0
Sumo1	Sumo1	gene-Sumo1	parent	chr1	91485612	91520920	+	35309		
Sumo1	Sumo1-dl1	gene-Sumo1-dl1	paralog_dl	chrX	75317292	75318360	-	1069	dl	1.0
Sumo1	Sumo1-l1	gene-Sumo1-l1	paralog_l	chr5	45360424	45361121	-	698	l	1.0
Sumo2	Sumo2	gene-Sumo2	parent	chr18	18504012	18518365	-	14354		
Sumo2	Sumo2-l1	gene-Sumo2-l1	paralog_l	chr7	14972278	14973300	-	1023	l	1.0
Sumo2	Sumo2-dl1	gene-Sumo2-dl1	paralog_dl	chr16	27907169	27908019	+	851	dl	1.0
Surf6	Surf6	gene-Surf6	parent	chr14	112826144	112829978	+	3835		
Surf6	Surf6-dl1	gene-Surf6-dl1	paralog_dl	chr19	94893130	94896816	+	3687	dl	1.0
Syap1	Syap1	gene-Syap1	parent	chrX	179595659	179622617	-	26959		
Syap1	Syap1-dl2	gene-Syap1-dl2	paralog_dl	chr5	22592061	22593077	+	1017	dl	2.0
Syap1	Syap1-dl1	gene-Syap1-dl1	paralog_dl	chr13	92644416	92646230	-	1815	dl	1.0
Syf2	Syf2	gene-Syf2	parent	chr19	17391675	17400477	-	8803		
Syf2	Syf2-l1	gene-Syf2-l1	paralog_l	chr28	26935499	26936288	-	790	l	1.0
Taar4	Taar4	gene-Taar4	parent	chr18	67539727	67540773	+	1047		
Taar4	Taar4-l1	gene-Taar4-l1	paralog_l	chr18	67555624	67556667	+	1044	l	1.0
Taar7a	Taar7a	gene-Taar7a	parent	chr18	67645671	67646729	+	1059		
Taar7a	Taar7a-l1	gene-Taar7a-l1	paralog_l	chr18	67593794	67727804	-	134011	l	1.0
Taar7a	Taar7a-l2	gene-Taar7a-l2	paralog_l	chr18	67660054	67661085	+	1032	l	2.0
Taar7a	Taar7a-l3	gene-Taar7a-l3	paralog_l	chr18	67745878	67746933	+	1056	l	3.0
Taf13	Taf13	gene-Taf13	parent	chr21	14908779	14916822	+	8044		
Taf13	Taf13-dl3	gene-Taf13-dl3	paralog_dl	chr7	4954493	4955516	+	1024	dl	3.0
Taf13	Taf13-dl1	gene-Taf13-dl1	paralog_dl	chr20	24680449	24680817	-	369	dl	1.0
Taf13	Taf13-dl2	gene-Taf13-dl2	paralog_dl	chr22	74266479	74268047	+	1569	dl	2.0
Taf1a	Taf1a	gene-Taf1a	parent	chr8	123915642	123942594	-	26953		
Taf1a	Taf1a-l1	gene-Taf1a-l1	paralog_l	chr14	96132921	96135337	-	2417	l	1.0
Taf7l	Taf7l	gene-Taf7l	parent	chrX	76558975	76576184	+	17210		
Taf7l	Taf7l-l1	gene-Taf7l-l1	paralog_l	chr10	87422109	87444626	-	22518	l	1.0
Taldo1	Taldo1	gene-Taldo1	parent	chr24	62606221	62615262	-	9042		
Taldo1	Taldo1-dl1	gene-Taldo1-dl1	paralog_dl	chr7	38346531	38347750	+	1220	dl	1.0
Tank	Tank	gene-Tank	parent	chr9	18233125	18318644	+	85520		
Tank	Tank-l2	gene-Tank-l2	paralog_l	chr5	9071529	9073719	-	2191	l	2.0
Tank	Tank-l1	gene-Tank-l1	paralog_l	chr11	87228698	87229674	-	977	l	1.0
Tas2r143	Tas2r143	gene-Tas2r143	parent	chr22	69296369	69297271	+	903		
Tas2r143	Tas2r143-dl1	gene-Tas2r143-dl1	paralog_dl	chr22	69304296	69305210	+	915	dl	1.0
Tas2r39	Tas2r39	gene-Tas2r39	parent	chr22	68961081	68962025	+	945		
Tas2r39	Tas2r39-l1	gene-Tas2r39-l1	paralog_l	chr22	68999847	69000791	+	945	l	1.0
Tbca	Tbca	gene-Tbca	parent	chr10	84094895	84159124	+	64230		
Tbca	Tbca-l2	gene-Tbca-l2	paralog_l	chr8	79791388	79791971	-	584	l	2.0
Tbca	Tbca-l1	gene-Tbca-l1	paralog_l	chr20	61299978	61300580	-	603	l	1.0
Tbcc	Tbcc	gene-Tbcc	parent	chr1	11148153	11152474	-	4322		
Tbcc	Tbcc-dl1	gene-Tbcc-dl1	paralog_dl	chr20	82996738	82998221	-	1484	dl	1.0
Tbpl1	Tbpl1	gene-Tbpl1	parent	chr18	53430730	53468473	+	37744		
Tbpl1	Tbpl1-l1	gene-Tbpl1-l1	paralog_l	chr1	123424440	123424997	+	558	l	1.0
Tcaf2	Tcaf2	gene-Tcaf2	parent	chr22	69614119	69627301	-	13183		
Tcaf2	Tcaf2-l1	gene-Tcaf2-l1	paralog_l	chr22	69647949	69669153	-	21205	l	1.0
Tcea3	Tcea3	gene-Tcea3	parent	chr19	15753301	15790423	-	37123		
Tcea3	Tcea3-l1	gene-Tcea3-l1	paralog_l	chr5	125925139	125927436	-	2298	l	1.0
Tceal5	Tceal5	gene-Tceal5	parent	chrX	75243524	75244363	+	840		
Tceal5	Tceal5-l1	gene-Tceal5-l1	paralog_l	chr14	41685577	41686337	-	761	l	1.0
Tceal5	Tceal5-l2	gene-Tceal5-l2	paralog_l	chr15	53472891	53473805	+	915	l	2.0
Tcp1	Tcp1	gene-Tcp1	parent	chr18	28986649	29018807	-	32159		
Tcp1	Tcp1-l1	gene-Tcp1-l1	paralog_l	chr6	127541314	127543174	-	1861	l	1.0
Tdrkh	Tdrkh	gene-Tdrkh	parent	chr22	53092125	53100061	-	7937		
Tdrkh	Tdrkh-l2	gene-Tdrkh-l2	paralog_l	chr3	79649355	79651946	-	2592	l	2.0
Tdrkh	Tdrkh-l1	gene-Tdrkh-l1	paralog_l	chr13	37654156	37655467	+	1312	l	1.0
Teddm1	Teddm1	gene-Teddm1	parent	chr8	96811830	96812735	+	906		
Teddm1	Teddm1-l2	gene-Teddm1-l2	paralog_l	chr8	96761364	96762146	-	783	l	2.0
Teddm1	Teddm1-l1	gene-Teddm1-l1	paralog_l	chr16	159951	160899	-	949	l	1.0
Tep1	Tep1	gene-Tep1	parent	chr8	59119544	59166086	+	46543		
Tep1	Tep1-l1	gene-Tep1-l1	paralog_l	chr8	59261304	59291949	+	30646	l	1.0
Tep1	Tep1-l2	gene-Tep1-l2	paralog_l	chr8	59541287	59592526	-	51240	l	2.0
Terf1	Terf1	gene-Terf1	parent	chr11	52947824	53001368	-	53545		
Terf1	Terf1-l1	gene-Terf1-l1	paralog_l	chrX	77580580	77583258	+	2679	l	1.0
Terf2	Terf2	gene-Terf2	parent	chr1	158384977	158419430	-	34454		
Terf2	Terf2-l1	gene-Terf2-l1	paralog_l	chr19	44134152	44136494	+	2343	l	1.0
Tex47	Tex47	gene-Tex47	parent	chr5	105591275	105601063	+	9789		
Tex47	Tex47-l1	gene-Tex47-l1	paralog_l	chr8	75916126	75917726	+	1601	l	1.0
Tfam	Tfam	gene-Tfam	parent	chr1	52024621	52072258	-	47638		
Tfam	Tfam-l1	gene-Tfam-l1	paralog_l	chr16	42936000	42937600	-	1601	l	1.0
Tfdp1	Tfdp1	gene-Tfdp1	parent	chr7	132572732	132604620	+	31889		
Tfdp1	Tfdp1-l1	gene-Tfdp1-l1	paralog_l	chr19	14902723	14906024	-	3302	l	1.0
Tfe3	Tfe3	gene-Tfe3	parent	chrX	133935126	133960568	+	25443		
Tfe3	Tfe3-l1	gene-Tfe3-l1	paralog_l	chr14	42735361	42738715	-	3355	l	1.0
Tgas113e22.1	Tgas113e22.1	gene-Tgas113e22.1	parent	chr5	79332476	79406599	-	74124		
Tgas113e22.1	Tgas113e22.1-l1	gene-Tgas113e22.1-l1	paralog_l	chr6	33339132	33340686	-	1555	l	1.0
Tgif2lx	Tgif2lx	gene-Tgif2lx	parent	chrX	89993012	89993698	-	687		
Tgif2lx	Tgif2lx-l1	gene-Tgif2lx-l1	paralog_l	chrX	90164933	90165619	-	687	l	1.0
Thap1	Thap1	gene-Thap1	parent	chr1	92057485	92073000	-	15516		
Thap1	Thap1-dl1	gene-Thap1-dl1	paralog_dl	chr16	99807363	99808499	+	1137	dl	1.0
Them5	Them5	gene-Them5	parent	chr22	53177145	53184213	-	7069		
Them5	Them5-dl1	gene-Them5-dl1	paralog_dl	chr6	99915729	99925275	+	9547	dl	1.0
Timm17a	Timm17a	gene-Timm17a	parent	chr8	75977021	75989972	-	12952		
Timm17a	Timm17a-l1	gene-Timm17a-l1	paralog_l	chr6	78925819	78926837	+	1019	l	1.0
Timm23	Timm23	gene-Timm23	parent	chr8	121075717	121076731	+	1015		
Timm23	Timm23-dl1	gene-Timm23-dl1	paralog_dl	chr15	65386465	65387094	+	630	dl	1.0
Tle6	Tle6	gene-Tle6	parent	chr3	121852954	121857660	-	4707		
Tle6	Tle6-l1	gene-Tle6-l1	paralog_l	chr3	23292166	23293872	+	1707	l	1.0
Tma7	Tma7	gene-Tma7	parent	chr14	50595823	50596268	-	446		
Tma7	Tma7-dl1	gene-Tma7-dl1	paralog_dl	chr6	97815975	97821566	+	5592	dl	1.0
Tmem11	Tmem11	gene-Tmem11	parent	chr7	52406797	52421879	+	15083		
Tmem11	Tmem11-l2	gene-Tmem11-l2	paralog_l	chr7	39922144	39923018	-	875	l	2.0
Tmem11	Tmem11-l1	gene-Tmem11-l1	paralog_l	chr10	41173723	41174604	+	882	l	1.0
Tmem126a	Tmem126a	gene-Tmem126a	parent	chr24	4419641	4429356	-	9716		
Tmem126a	Tmem126a-dl1	gene-Tmem126a-dl1	paralog_dl	chr12	101140566	101141248	+	683	dl	1.0
Tmem14c	Tmem14c	gene-Tmem14c	parent	chr13	107266194	107272378	-	6185		
Tmem14c	Tmem14c-l1	gene-Tmem14c-l1	paralog_l	chr3	115905657	115906533	-	877	l	1.0
Tmem17	Tmem17	gene-Tmem17	parent	chr20	43657743	43659310	-	1568		
Tmem17	Tmem17-l1	gene-Tmem17-l1	paralog_l	chr22	38789713	38796909	+	7197	l	1.0
Tmem184c	Tmem184c	gene-Tmem184c	parent	chr23	23586784	23611077	+	24294		
Tmem184c	Tmem184c-dl1	gene-Tmem184c-dl1	paralog_dl	chr23	19498118	19518806	+	20689	dl	1.0
Tmem198	Tmem198	gene-Tmem198	parent	chr1	72371150	72378199	-	7050		
Tmem198	Tmem198-l1	gene-Tmem198-l1	paralog_l	chr16	43100189	43104557	-	4369	l	1.0
Tmem203	Tmem203	gene-Tmem203	parent	chr14	113968807	113970747	-	1941		
Tmem203	Tmem203-dl1	gene-Tmem203-dl1	paralog_dl	chr2	43425066	43426485	+	1420	dl	1.0
Tmem203	Tmem203-l1	gene-Tmem203-l1	paralog_l	chr14	86346	86879	+	534	l	1.0
Tmem209	Tmem209	gene-Tmem209	parent	chr17	58889895	58938910	-	49016		
Tmem209	Tmem209-l1	gene-Tmem209-l1	paralog_l	chr8	43039148	43040873	-	1726	l	1.0
Tmem238	Tmem238	gene-Tmem238	parent	chr2	42742832	42743145	-	314		
Tmem238	Tmem238-l1	gene-Tmem238-l1	paralog_l	chr20	54685070	54693814	-	8745	l	1.0
Tmem242	Tmem242	gene-Tmem242	parent	chr18	50523040	50550444	-	27405		
Tmem242	Tmem242-dl1	gene-Tmem242-dl1	paralog_dl	chr5	11064410	11064850	-	441	dl	1.0
Tmem263	Tmem263	gene-Tmem263	parent	chr2	154778750	154784811	+	6062		
Tmem263	Tmem263-dl1	gene-Tmem263-dl1	paralog_dl	chr6	13730464	13731862	-	1399	dl	1.0
Tmem30a	Tmem30a	gene-Tmem30a	parent	chr10	9478021	9479559	-	1539		
Tmem30a	Tmem30a-l1	gene-Tmem30a-l1	paralog_l	chr3	96755110	96812350	-	57241	l	1.0
Tmem30a	Tmem30a-l2	gene-Tmem30a-l2	paralog_l	chr3	101544539	101577413	+	32875	l	2.0
Tmem38b	Tmem38b	gene-Tmem38b	parent	chr14	80327768	80379955	+	52188		
Tmem38b	Tmem38b-dl1	gene-Tmem38b-dl1	paralog_dl	chr2	43394620	43395210	+	591	dl	1.0
Tmem45a	Tmem45a	gene-Tmem45a	parent	chr6	127344543	127455044	-	110502		
Tmem45a	Tmem45a-l1	gene-Tmem45a-l1	paralog_l	chr6	127601841	127682623	-	80783	l	1.0
Tmem9b	Tmem9b	gene-Tmem9b	parent	chr24	32501276	32520425	-	19150		
Tmem9b	Tmem9b-dl2	gene-Tmem9b-dl2	paralog_dl	chr3	76855947	76856498	-	552	dl	2.0
Tmem9b	Tmem9b-dl1	gene-Tmem9b-dl1	paralog_dl	chr11	52027183	52028011	+	829	dl	1.0
Tmsb10	Tmsb10	gene-Tmsb10	parent	chr22	15719967	15721265	-	1299		
Tmsb10	Tmsb10-l1	gene-Tmsb10-l1	paralog_l	chr16	11278261	11280521	+	2261	l	1.0
Tmsb10	Tmsb10-l2	gene-Tmsb10-l2	paralog_l	chr18	18816326	18830816	+	14491	l	2.0
Tnfaip8	Tnfaip8	gene-Tnfaip8	parent	chr11	73404714	73530715	-	126002		
Tnfaip8	Tnfaip8-l1	gene-Tnfaip8-l1	paralog_l	chr1	84958161	84959787	+	1627	l	1.0
Tnni2	Tnni2	gene-Tnni2	parent	chr4	76330515	76333009	+	2495		
Tnni2	Tnni2-dl1	gene-Tnni2-dl1	paralog_dl	chr16	47173354	47175096	-	1743	dl	1.0
Tnxb	Tnxb	gene-Tnxb	parent	chr1	2175559	2225650	-	50092		
Tnxb	Tnxb-l1	gene-Tnxb-l1	paralog_l	chr1	2225478	2244619	-	19142	l	1.0
Tomm20	Tomm20	gene-Tomm20	parent	chr13	85829875	85847329	+	17455		
Tomm20	Tomm20-dl1	gene-Tomm20-dl1	paralog_dl	chr10	40093908	40097360	-	3453	dl	1.0
Tomm20	Tomm20-dl2	gene-Tomm20-dl2	paralog_dl	chr13	39294742	39296167	+	1426	dl	2.0
Tomm20	Tomm20-dl3	gene-Tomm20-dl3	paralog_dl	chr19	35263736	35264284	-	549	dl	3.0
Tomm22	Tomm22	gene-Tomm22	parent	chr4	36843659	36846885	+	3227		
Tomm22	Tomm22-l1	gene-Tomm22-l1	paralog_l	chr18	54971561	54972646	-	1086	l	1.0
Tomm5	Tomm5	gene-Tomm5	parent	chr14	53700865	53704970	+	4106		
Tomm5	Tomm5-l1	gene-Tomm5-l1	paralog_l	chr14	101802154	101802819	-	666	l	1.0
Tomm6	Tomm6	gene-Tomm6	parent	chr1	10470194	10471546	+	1353		
Tomm6	Tomm6-dl1	gene-Tomm6-dl1	paralog_dl	chr5	78323843	78324166	+	324	dl	1.0
Tomm7	Tomm7	gene-Tomm7	parent	chr7	84259353	84259773	-	421		
Tomm7	Tomm7-dl2	gene-Tomm7-dl2	paralog_dl	chr9	44169180	44169691	+	512	dl	2.0
Tomm7	Tomm7-dl1	gene-Tomm7-dl1	paralog_dl	chr17	73277695	73289981	+	12287	dl	1.0
Topors	Topors	gene-Topors	parent	chr14	58740104	58754177	+	14074		
Topors	Topors-l1	gene-Topors-l1	paralog_l	chr14	78783682	78785778	+	2097	l	1.0
Tox4	Tox4	gene-Tox4	parent	chr8	57172641	57196931	-	24291		
Tox4	Tox4-dl1	gene-Tox4-dl1	paralog_dl	chr21	24021575	24023434	+	1860	dl	1.0
Tpgs1	Tpgs1	gene-Tpgs1	parent	chr3	123835259	123842862	-	7604		
Tpgs1	Tpgs1-dl1	gene-Tpgs1-dl1	paralog_dl	chr22	69029888	69030899	+	1012	dl	1.0
Tpgs2	Tpgs2	gene-Tpgs2	parent	chr10	27840297	27878781	-	38485		
Tpgs2	Tpgs2-l1	gene-Tpgs2-l1	paralog_l	chr26	19092713	19095882	-	3170	l	1.0
Tpm4	Tpm4	gene-Tpm4	parent	chr3	104122947	104140228	-	17282		
Tpm4	Tpm4-dl1	gene-Tpm4-dl1	paralog_dl	chr3	147178195	147180053	-	1859	dl	1.0
Tpmt	Tpmt	gene-Tpmt	parent	chr13	100152556	100170058	+	17503		
Tpmt	Tpmt-l1	gene-Tpmt-l1	paralog_l	chr15	18862247	18863135	+	889	l	1.0
Tpt1	Tpt1	gene-Tpt1	parent	chr7	57555151	57558522	-	3372		
Tpt1	Tpt1-l1	gene-Tpt1-l1	paralog_l	chr12	93120004	93120838	+	835	l	1.0
Tpx2	Tpx2	gene-Tpx2	parent	chr20	59192221	59258620	+	66400		
Tpx2	Tpx2-l2	gene-Tpx2-l2	paralog_l	chrX	20892657	20896693	+	4037	l	2.0
Tpx2	Tpx2-l1	gene-Tpx2-l1	paralog_l	chr9	102796621	102845123	-	48503	l	1.0
Trap1	Trap1	gene-Trap1	parent	chr20	38194793	38237281	-	42489		
Trap1	Trap1-l1	gene-Trap1-l1	paralog_l	chr5	19323986	19326177	+	2192	l	1.0
Trappc1	Trappc1	gene-Trappc1	parent	chr7	39027062	39028989	-	1928		
Trappc1	Trappc1-dl1	gene-Trappc1-dl1	paralog_dl	chrX	20698731	20699060	-	330	dl	1.0
Trappc2	Trappc2	gene-Trappc2	parent	chrX	183806654	183823281	+	16628		
Trappc2	Trappc2-l1	gene-Trappc2-l1	paralog_l	chr1	75973113	75976762	+	3650	l	1.0
Trappc2	Trappc2-l2	gene-Trappc2-l2	paralog_l	chr1	84927261	84933586	+	6326	l	2.0
Trappc2l	Trappc2l	gene-Trappc2l	parent	chr1	175993400	175998679	-	5280		
Trappc2l	Trappc2l-l1	gene-Trappc2l-l1	paralog_l	chr18	43710688	43711107	+	420	l	1.0
Trav12-3	Trav12-3	gene-Trav12-3	parent	chr8	51283096	51283927	-	832		
Trav12-3	Trav12-3-dl1	gene-Trav12-3-dl1	paralog_dl	chr8	51878964	51879549	-	586	dl	1.0
Trav12-3	Trav12-3-dl2	gene-Trav12-3-dl2	paralog_dl	chr8	52972310	52972896	-	587	dl	2.0
Trav12-3	Trav12-3-dl3	gene-Trav12-3-dl3	paralog_dl	chr8	53531136	53531761	-	626	dl	3.0
Trav12-3	Trav12-3-dl4	gene-Trav12-3-dl4	paralog_dl	chr8	55490327	55490913	-	587	dl	4.0
Trav12-3	Trav12-3-dl5	gene-Trav12-3-dl5	paralog_dl	chr8	56516989	56517577	-	589	dl	5.0
Trav12-3	Trav12-3-dl6	gene-Trav12-3-dl6	paralog_dl	chr8	56631076	56631701	-	626	dl	6.0
Trav13-1	Trav13-1	gene-Trav13-1	parent	chr8	47208617	47209374	-	758		
Trav13-1	Trav13-1-dl1	gene-Trav13-1-dl1	paralog_dl	chr8	49248322	49248986	-	665	dl	1.0
Trav13-1	Trav13-1-dl2	gene-Trav13-1-dl2	paralog_dl	chr8	49485075	49485742	-	668	dl	2.0
Trav13-1	Trav13-1-dl3	gene-Trav13-1-dl3	paralog_dl	chr8	51024370	51025037	-	668	dl	3.0
Trav13-1	Trav13-1-dl4	gene-Trav13-1-dl4	paralog_dl	chr8	52283670	52284339	-	670	dl	4.0
Trav13-1	Trav13-1-dl5	gene-Trav13-1-dl5	paralog_dl	chr8	53590086	53590713	-	628	dl	5.0
Trav13-1	Trav13-1-dl6	gene-Trav13-1-dl6	paralog_dl	chr8	55611035	55611702	-	668	dl	6.0
Trav13-1	Trav13-1-dl7	gene-Trav13-1-dl7	paralog_dl	chr8	56689500	56691261	-	1762	dl	7.0
Trav18	Trav18	gene-Trav18	parent	chr8	46997320	46997912	-	593		
Trav18	Trav18-dl1	gene-Trav18-dl1	paralog_dl	chr8	48057737	48058364	-	628	dl	1.0
Trav18	Trav18-dl2	gene-Trav18-dl2	paralog_dl	chr8	51384658	51385175	-	518	dl	2.0
Trav18	Trav18-dl3	gene-Trav18-dl3	paralog_dl	chr8	51833631	51834178	-	548	dl	3.0
Trav18	Trav18-dl4	gene-Trav18-dl4	paralog_dl	chr8	53334649	53335225	-	577	dl	4.0
Trav18	Trav18-dl5	gene-Trav18-dl5	paralog_dl	chr8	53744238	53744798	-	561	dl	5.0
Trav18	Trav18-dl6	gene-Trav18-dl6	paralog_dl	chr8	54127990	54128536	-	547	dl	6.0
Trav18	Trav18-dl7	gene-Trav18-dl7	paralog_dl	chr8	54302906	54303427	-	522	dl	7.0
Trav18	Trav18-dl8	gene-Trav18-dl8	paralog_dl	chr8	54706827	54707412	-	586	dl	8.0
Trav18	Trav18-dl9	gene-Trav18-dl9	paralog_dl	chr8	56135102	56135693	-	592	dl	9.0
Trav9-1	Trav9-1	gene-Trav9-1	parent	chr8	47029249	47029867	-	619		
Trav9-1	Trav9-1-dl1	gene-Trav9-1-dl1	paralog_dl	chr8	53553867	53554387	-	521	dl	1.0
Trav9-1	Trav9-1-dl2	gene-Trav9-1-dl2	paralog_dl	chr8	56654419	56654940	-	522	dl	2.0
Trav9-2	Trav9-2	gene-Trav9-2	parent	chr8	46716325	46716945	-	621		
Trav9-2	Trav9-2-dl1	gene-Trav9-2-dl1	paralog_dl	chr8	46769175	46769681	-	507	dl	1.0
Trav9-2	Trav9-2-dl2	gene-Trav9-2-dl2	paralog_dl	chr8	46891922	46892448	-	527	dl	2.0
Trav9-2	Trav9-2-dl3	gene-Trav9-2-dl3	paralog_dl	chr8	51297423	51297973	-	551	dl	3.0
Trav9-2	Trav9-2-dl4	gene-Trav9-2-dl4	paralog_dl	chr8	53573719	53574320	-	602	dl	4.0
Trdmt1	Trdmt1	gene-Trdmt1	parent	chr9	72361627	72416702	+	55076		
Trdmt1	Trdmt1-l1	gene-Trdmt1-l1	paralog_l	chr24	23149043	23152470	-	3428	l	1.0
Trdv1	Trdv1	gene-Trdv1	parent	chr8	48176443	48177354	-	912		
Trdv1	Trdv1-dl1	gene-Trdv1-dl1	paralog_dl	chr8	48370689	48371566	-	878	dl	1.0
Trdv1	Trdv1-dl2	gene-Trdv1-dl2	paralog_dl	chr8	48695063	48695624	-	562	dl	2.0
Trdv1	Trdv1-dl3	gene-Trdv1-dl3	paralog_dl	chr8	51152558	51153241	-	684	dl	3.0
Trdv1	Trdv1-dl4	gene-Trdv1-dl4	paralog_dl	chr8	52856055	52856822	-	768	dl	4.0
Trdv1	Trdv1-dl5	gene-Trdv1-dl5	paralog_dl	chr8	53002206	53002574	-	369	dl	5.0
Trdv1	Trdv1-dl6	gene-Trdv1-dl6	paralog_dl	chr8	54144084	54144824	-	741	dl	6.0
Trdv1	Trdv1-dl7	gene-Trdv1-dl7	paralog_dl	chr8	54333817	54334488	-	672	dl	7.0
Trdv1	Trdv1-dl8	gene-Trdv1-dl8	paralog_dl	chr8	55146863	55147621	-	759	dl	8.0
Trdv1	Trdv1-dl9	gene-Trdv1-dl9	paralog_dl	chr8	55248258	55249025	-	768	dl	9.0
Trdv1	Trdv1-dl10	gene-Trdv1-dl10	paralog_dl	chr8	55819702	55820460	-	759	dl	10.0
Trgv4	Trgv4	gene-Trgv4	parent	chr6	19805584	19806067	+	484		
Trgv4	Trgv4-dl1	gene-Trgv4-dl1	paralog_dl	chr6	20093636	20094178	+	543	dl	1.0
Trhr	Trhr	gene-Trhr	parent	chr11	23810680	23856157	-	45478		
Trhr	Trhr-l1	gene-Trhr-l1	paralog_l	chr20	74891268	74895369	-	4102	l	1.0
Triap1	Triap1	gene-Triap1	parent	chr20	17770135	17773303	-	3169		
Triap1	Triap1-dl1	gene-Triap1-dl1	paralog_dl	chr11	22477118	22478327	+	1210	dl	1.0
Triap1	Triap1-dl2	gene-Triap1-dl2	paralog_dl	chr19	83950582	83951851	-	1270	dl	2.0
Triap1	Triap1-dl3	gene-Triap1-dl3	paralog_dl	chr24	3317869	3319038	-	1170	dl	3.0
Trim28	Trim28	gene-Trim28	parent	chr2	45956522	45966012	+	9491		
Trim28	Trim28-dl1	gene-Trim28-dl1	paralog_dl	chr19	33824893	33827931	+	3039	dl	1.0
Trim38	Trim38	gene-Trim38	parent	chr13	91705370	91717167	+	11798		
Trim38	Trim38-l1	gene-Trim38-l1	paralog_l	chr13	91453033	91463990	-	10958	l	1.0
Trim38	Trim38-l2	gene-Trim38-l2	paralog_l	chr13	91547657	91579900	-	32244	l	2.0
Trim38	Trim38-l3	gene-Trim38-l3	paralog_l	chr13	91625813	91637895	-	12083	l	3.0
Trim38	Trim38-l4	gene-Trim38-l4	paralog_l	chr13	91662692	91672452	-	9761	l	4.0
Trim38	Trim38-l5	gene-Trim38-l5	paralog_l	chr13	91725842	91737644	+	11803	l	5.0
Trim38	Trim38-l6	gene-Trim38-l6	paralog_l	chr13	91807633	91820596	-	12964	l	6.0
Trim38	Trim38-l7	gene-Trim38-l7	paralog_l	chr13	91829063	91836206	-	7144	l	7.0
Trim44	Trim44	gene-Trim44	parent	chr4	72881381	73021823	-	140443		
Trim44	Trim44-dl1	gene-Trim44-dl1	paralog_dl	chr7	121843200	121844258	+	1059	dl	1.0
Trim5	Trim5	gene-Trim5	parent	chr24	26740429	26761889	+	21461		
Trim5	Trim5-l1	gene-Trim5-l1	paralog_l	chr24	26769682	26927038	+	157357	l	1.0
Trim5	Trim5-l2	gene-Trim5-l2	paralog_l	chr24	26777468	26798036	+	20569	l	2.0
Trim5	Trim5-l3	gene-Trim5-l3	paralog_l	chr24	26871245	26960187	+	88943	l	3.0
Trim60	Trim60	gene-Trim60	parent	chr5	26619301	26628728	+	9428		
Trim60	Trim60-l1	gene-Trim60-l1	paralog_l	chr5	26644617	26646038	+	1422	l	1.0
Trim8	Trim8	gene-Trim8	parent	chr28	42281508	42291943	-	10436		
Trim8	Trim8-dl1	gene-Trim8-dl1	paralog_dl	chr4	136117510	136119165	-	1656	dl	1.0
Try3	Try3	gene-Try3	parent	chr22	67861034	67868341	+	7308		
Try3	Try3-l1	gene-Try3-l1	paralog_l	chr22	67847636	67851957	-	4322	l	1.0
Tsc22d1	Tsc22d1	gene-Tsc22d1	parent	chr7	56677217	56806938	-	129722		
Tsc22d1	Tsc22d1-l1	gene-Tsc22d1-l1	paralog_l	chr21	57439697	57441296	+	1600	l	1.0
Tsen15	Tsen15	gene-Tsen15	parent	chr8	94404137	94435343	-	31207		
Tsen15	Tsen15-dl1	gene-Tsen15-dl1	paralog_dl	chr24	19456489	19456995	-	507	dl	1.0
Tsg101	Tsg101	gene-Tsg101	parent	chr1	103952476	103953399	-	924		
Tsg101	Tsg101-dl1	gene-Tsg101-dl1	paralog_dl	chr24	42471034	42509163	-	38130	dl	1.0
Tsn	Tsn	gene-Tsn	parent	chr13	8657741	8673084	-	15344		
Tsn	Tsn-dl1	gene-Tsn-dl1	paralog_dl	chr23	45642634	45644047	-	1414	dl	1.0
Tsnax	Tsnax	gene-Tsnax	parent	chr13	88681674	88711999	-	30326		
Tsnax	Tsnax-dl1	gene-Tsnax-dl1	paralog_dl	chr14	99011427	99012299	+	873	dl	1.0
Tspan11	Tspan11	gene-Tspan11	parent	chr9	83241022	83330685	-	89664		
Tspan11	Tspan11-l1	gene-Tspan11-l1	paralog_l	chr4	113154750	113166014	+	11265	l	1.0
Tspan13	Tspan13	gene-Tspan13	parent	chr17	79350199	79382670	-	32472		
Tspan13	Tspan13-dl1	gene-Tspan13-dl1	paralog_dl	chr22	14712821	14715713	-	2893	dl	1.0
Tspan3	Tspan3	gene-Tspan3	parent	chr17	18232148	18254619	+	22472		
Tspan3	Tspan3-l1	gene-Tspan3-l1	paralog_l	chr7	55177133	55178734	-	1602	l	1.0
Tspyl1	Tspyl1	gene-Tspyl1	parent	chr15	53483082	53485979	-	2898		
