	Unnamed: 0	Chromosome	source	type	Gene Start	Gene End	score	Strand	phase	attributes	gene	Start	End	overlaps_dup
22744	1046727	chr22	Liftoff	gene	12175380	12175485	.	-	.	ID=gene-LOC111817255;Dbxref=GeneID:111817255;Name=LOC111817255;origin=liftoff;copy_num_ID=gene-LOC111817255_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111817255;gene_biotype=snRNA;sequence_ID=0.981	LOC111817255	12175379	12175485	True
22745	1046730	chr22	Liftoff	gene	12200861	12201358	.	+	.	ID=gene-LOC101572805;Dbxref=GeneID:101572805;Name=LOC101572805;origin=liftoff;copy_num_ID=gene-LOC101572805_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101572805;gene_biotype=V_segment;sequence_ID=0.997;valid_ORFs=1	LOC101572805	12200860	12201358	True
22746	1046736	chr22	Liftoff	gene	12239655	12271225	.	+	.	ID=gene-LOC101582702;Dbxref=GeneID:101582702;Name=LOC101582702;origin=liftoff;copy_num_ID=gene-LOC101582702_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101582702;gene_biotype=V_segment;sequence_ID=0.990;valid_ORFs=1	LOC101582702	12239654	12271225	True
22754	1046794	chr22	Liftoff	gene	12588083	12588189	.	-	.	ID=gene-LOC111813062;Dbxref=GeneID:111813062;Name=LOC111813062;origin=liftoff;copy_num_ID=gene-LOC111813062_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111813062;gene_biotype=snRNA;sequence_ID=0.990	LOC111813062	12588082	12588189	True
22755	1046797	chr22	Liftoff	gene	12590146	12590641	.	+	.	ID=gene-LOC101583206;Dbxref=GeneID:101583206;Name=LOC101583206;origin=liftoff;copy_num_ID=gene-LOC101583206_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101583206;gene_biotype=V_segment;sequence_ID=0.978;valid_ORFs=1	LOC101583206	12590145	12590641	True
22756	1046804	chr22	Liftoff	gene	12607956	12616041	.	+	.	ID=gene-LOC101584739;Dbxref=GeneID:101584739;Name=LOC101584739;origin=liftoff;copy_num_ID=gene-LOC101584739_0;coverage=0.995;extra_copy_number=0;gbkey=Gene;gene=LOC101584739;gene_biotype=V_segment;sequence_ID=0.947;valid_ORFs=1	LOC101584739	12607955	12616041	True
22767	1046879	chr22	Liftoff	gene	12958727	12959477	.	-	.	ID=gene-LOC101560021;Dbxref=GeneID:101560021;Name=LOC101560021;origin=liftoff;copy_num_ID=gene-LOC101560021_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101560021;gene_biotype=V_segment;sequence_ID=0.994;valid_ORFs=1	LOC101560021	12958726	12959477	True
22768	1046886	chr22	Liftoff	gene	12998378	12999457	.	-	.	ID=gene-LOC101561208;Dbxref=GeneID:101561208;Name=LOC101561208;origin=liftoff;copy_num_ID=gene-LOC101561208_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101561208;gene_biotype=V_segment;sequence_ID=0.986;valid_ORFs=1	LOC101561208	12998377	12999457	True
22769	1046893	chr22	Liftoff	gene	13008401	13009268	.	-	.	ID=gene-LOC101561603;Dbxref=GeneID:101561603;Name=LOC101561603;origin=liftoff;copy_num_ID=gene-LOC101561603_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101561603;gene_biotype=V_segment;sequence_ID=0.994;valid_ORFs=1	LOC101561603	13008400	13009268	True
22770	1046901	chr22	Liftoff	gene	13151371	13286276	.	-	.	ID=gene-LOC111813058;Dbxref=GeneID:111813058;Name=LOC111813058;origin=liftoff;copy_num_ID=gene-LOC111813058_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111813058;gene_biotype=lncRNA;sequence_ID=1.0	LOC111813058	13151370	13286276	True
22771	1046907	chr22	Liftoff	gene	13200683	13290058	.	+	.	ID=gene-LOC101562402;Dbxref=GeneID:101562402;Name=LOC101562402;origin=liftoff;copy_num_ID=gene-LOC101562402_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101562402;gene_biotype=V_segment;sequence_ID=1.0;valid_ORFs=1	LOC101562402	13200682	13290058	True
22884	1051021	chr22	Liftoff	gene	27233321	27289051	.	-	.	ID=gene-Nat8b-l1;Dbxref=GeneID:101567226;Name=Nat8b-l1;origin=rename;copy_num_ID=gene-LOC101567226_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101567226;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=1	NAT8B-L1	27233320	27289051	True
22885	1051028	chr22	Liftoff	gene	27287246	27309894	.	-	.	ID=gene-Nat8f2;Dbxref=GeneID:101566436;Name=Nat8f2;origin=rename;copy_num_ID=gene-LOC101566436_0;coverage=0.999;extra_copy_number=0;gbkey=Gene;gene=LOC101566436;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=4	NAT8F2	27287245	27309894	True
22888	1051148	chr22	Liftoff	gene	27363624	27369471	.	+	.	ID=gene-LOC111817461;Dbxref=GeneID:111817461;Name=LOC111817461;origin=liftoff;copy_num_ID=gene-LOC111817461_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111817461;gene_biotype=lncRNA;sequence_ID=1.0	LOC111817461	27363623	27369471	True
23116	1062529	chr22	Liftoff	gene	52503899	52503971	.	+	.	ID=gene-Trnav-cac-3;Dbxref=GeneID:111817111;Name=Trnav-cac-3;origin=liftoff;copy_num_ID=gene-Trnav-cac-3_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnav-cac;gene_biotype=tRNA;sequence_ID=1.0	TRNAV-CAC-3	52503898	52503971	True
23117	1062532	chr22	Liftoff	gene	52507956	52508028	.	-	.	ID=gene-Trnav-cac-2;Dbxref=GeneID:111817108;Name=Trnav-cac-2;origin=liftoff;copy_num_ID=gene-Trnav-cac-2_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnav-cac;gene_biotype=tRNA;sequence_ID=1.0	TRNAV-CAC-2	52507955	52508028	True
23118	1062535	chr22	Liftoff	gene	52568249	52568412	.	+	.	ID=gene-LOC111814956;Dbxref=GeneID:111814956;Name=LOC111814956;origin=liftoff;copy_num_ID=gene-LOC111814956_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814956;gene_biotype=snRNA;sequence_ID=0.993	LOC111814956	52568248	52568412	True
23119	1062538	chr22	Liftoff	gene	52580582	52580653	.	-	.	ID=gene-Trnac-gca-2;Dbxref=GeneID:111815417;Name=Trnac-gca-2;origin=liftoff;copy_num_ID=gene-Trnac-gca-2_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnac-gca;gene_biotype=tRNA;sequence_ID=1.0	TRNAC-GCA-2	52580581	52580653	True
23120	1062541	chr22	Liftoff	gene	52586760	52586833	.	-	.	ID=gene-Trnan-guu-2;Dbxref=GeneID:111817107;Name=Trnan-guu-2;origin=liftoff;copy_num_ID=gene-Trnan-guu-2_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnan-guu;gene_biotype=tRNA;sequence_ID=1.0	TRNAN-GUU-2	52586759	52586833	True
23121	1062544	chr22	Liftoff	gene	52607749	52607822	.	-	.	ID=gene-Trnan-guu-3;Dbxref=GeneID:111817110;Name=Trnan-guu-3;origin=liftoff;copy_num_ID=gene-Trnan-guu-3_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnan-guu;gene_biotype=tRNA;sequence_ID=1.0	TRNAN-GUU-3	52607748	52607822	True
23152	1063704	chr22	Liftoff	gene	53673677	53688734	.	-	.	ID=gene-LOC111817078;Dbxref=GeneID:111817078;Name=LOC111817078;origin=liftoff;copy_num_ID=gene-LOC111817078_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111817078;gene_biotype=lncRNA;sequence_ID=1.0	LOC111817078	53673676	53688734	True
23155	1063718	chr22	Liftoff	gene	54008989	54009095	.	-	.	ID=gene-LOC111817094;Dbxref=GeneID:111817094;Name=LOC111817094;origin=liftoff;copy_num_ID=gene-LOC111817094_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111817094;gene_biotype=snRNA;sequence_ID=0.990	LOC111817094	54008988	54009095	True
23156	1063721	chr22	Liftoff	gene	54009834	54010127	.	-	.	ID=gene-LOC111817073;Dbxref=GeneID:111817073;Name=LOC111817073;origin=liftoff;copy_num_ID=gene-LOC111817073_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111817073;gene_biotype=protein_coding;sequence_ID=0.982;valid_ORFs=1	LOC111817073	54009833	54010127	True
23157	1063725	chr22	Liftoff	gene	54019840	54020133	.	+	.	ID=gene-LOC111817077;Dbxref=GeneID:111817077;Name=LOC111817077;origin=liftoff;copy_num_ID=gene-LOC111817077_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111817077;gene_biotype=protein_coding;sequence_ID=0.993;valid_ORFs=1	LOC111817077	54019839	54020133	True
23167	1063792	chr22	Liftoff	gene	54546167	54546379	.	+	.	ID=gene-LOC101592158;Dbxref=GeneID:101592158;Name=LOC101592158;origin=liftoff;copy_num_ID=gene-LOC101592158_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101592158;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1	LOC101592158	54546166	54546379	True
23168	1063796	chr22	Liftoff	gene	54555227	54555439	.	-	.	ID=gene-LOC101592538;Dbxref=GeneID:101592538;Name=LOC101592538;origin=liftoff;copy_num_ID=gene-LOC101592538_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101592538;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1	LOC101592538	54555226	54555439	True
23176	1063966	chr22	Liftoff	gene	54838940	54840003	.	-	.	ID=gene-S100a8;Dbxref=GeneID:101591912;Name=S100a8;origin=liftoff;copy_num_ID=gene-S100a8_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=S100a8;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1	S100A8	54838939	54840003	True
23177	1063976	chr22	Liftoff	gene	54846331	54847415	.	-	.	ID=gene-S100a15a-l1;Dbxref=GeneID:101589143;Name=S100a15a-l1;origin=rename;copy_num_ID=gene-LOC101589143_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101589143;gene_biotype=protein_coding;sequence_ID=0.993;valid_ORFs=1	S100A15A-L1	54846330	54847415	True
23180	1064008	chr22	Liftoff	gene	55018811	55019896	.	+	.	ID=gene-S100a15a;Dbxref=GeneID:101577004;Name=S100a15a;origin=rename;copy_num_ID=gene-LOC101577004_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101577004;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1	S100A15A	55018810	55019896	True
23181	1064014	chr22	Liftoff	gene	55036267	55036370	.	+	.	ID=gene-LOC111816447;Dbxref=GeneID:111816447;Name=LOC111816447;origin=liftoff;copy_num_ID=gene-LOC111816447_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111816447;gene_biotype=snRNA;sequence_ID=1.0	LOC111816447	55036266	55036370	True
23182	1064017	chr22	Liftoff	gene	55041500	55041939	.	+	.	ID=gene-S100a8-l1;Dbxref=GeneID:101561890;Name=S100a8-l1;origin=rename;copy_num_ID=gene-LOC101561890_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101561890;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1	S100A8-L1	55041499	55041939	True
23327	1073106	chr22	Liftoff	gene	58928760	58931062	.	-	.	ID=gene-LOC101593287;Dbxref=GeneID:101593287;Name=LOC101593287;origin=liftoff;copy_num_ID=gene-LOC101593287_0;coverage=0.999;extra_copy_number=0;gbkey=Gene;gene=LOC101593287;gene_biotype=protein_coding;sequence_ID=0.994;valid_ORFs=1	LOC101593287	58928759	58931062	True
23334	1073393	chr22	gmst	gene	59913019	59964069	.	+	.	ID=gene-Akr1b8-rl1;Name=Akr1b8-rl1;origin=replace	AKR1B8-RL1	59913018	59964069	True
23335	1073413	chr22	gmst	gene	59937738	59990225	.	+	.	ID=gene-Akr1b10;Name=Akr1b10;origin=replace	AKR1B10	59937737	59990225	True
23336	1073462	chr22	Liftoff	gene	59959418	59984522	.	+	.	ID=gene-LOC101588457;Dbxref=GeneID:101588457;Name=LOC101588457;origin=liftoff;copy_num_ID=gene-LOC101588457_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101588457;gene_biotype=protein_coding;sequence_ID=0.996;valid_ORFs=1	LOC101588457	59959417	59984522	True
23403	1076370	chr22	Liftoff	gene	67472541	67655812	.	+	.	ID=gene-Mgam;Dbxref=GeneID:101589892;Name=Mgam;origin=rename;copy_num_ID=gene-LOC101589892_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101589892;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=1	MGAM	67472540	67655812	True
23421	1076834	chr22	Liftoff	gene	68383586	68515958	.	-	.	ID=gene-LOC111816139;Dbxref=GeneID:111816139;Name=LOC111816139;origin=liftoff;copy_num_ID=gene-LOC111816139_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111816139;gene_biotype=lncRNA;sequence_ID=1.0	LOC111816139	68383585	68515958	True
23423	1076904	chr22	Liftoff	gene	68500425	68507733	.	-	.	ID=gene-Ephb6;Dbxref=GeneID:101579255;Name=Ephb6;origin=liftoff;copy_num_ID=gene-Ephb6_0;coverage=0.998;extra_copy_number=0;gbkey=Gene;gene=Ephb6;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=3	EPHB6	68500424	68507733	True
23429	1077104	chr22	Liftoff	gene	68788181	68793642	.	+	.	ID=gene-Pip;Dbxref=GeneID:101576444;Name=Pip;origin=rename;copy_num_ID=gene-LOC101576444_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101576444;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1	PIP	68788180	68793642	True
23430	1077114	chr22	Liftoff	gene	68840717	68846378	.	+	.	ID=gene-LOC101575660;Dbxref=GeneID:101575660;Name=LOC101575660;origin=liftoff;copy_num_ID=gene-LOC101575660_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101575660;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1	LOC101575660	68840716	68846378	True
23432	1077131	chr22	Liftoff	gene	68915992	68938121	.	+	.	ID=gene-LOC105741889;Dbxref=GeneID:105741889;Name=LOC105741889;origin=liftoff;copy_num_ID=gene-LOC105741889_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC105741889;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	LOC105741889	68915991	68938121	True
23433	1077145	chr22	Liftoff	gene	68961081	68962025	.	+	.	ID=gene-Tas2r39;Dbxref=GeneID:101574080;Name=Tas2r39;origin=rename;copy_num_ID=gene-LOC101574080_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101574080;gene_biotype=protein_coding;sequence_ID=0.990;valid_ORFs=1	TAS2R39	68961080	68962025	True
23439	1077195	chr22	Liftoff	gene	69162442	69179313	.	+	.	ID=gene-Casp2;Dbxref=GeneID:101589366;Name=Casp2;origin=liftoff;copy_num_ID=gene-Casp2_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Casp2;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=4	CASP2	69162441	69179313	True
23452	1077507	chr22	Liftoff	gene	69614119	69627301	.	-	.	ID=gene-Tcaf2;Dbxref=GeneID:101568524;Name=Tcaf2;origin=rename;copy_num_ID=gene-LOC101568524_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101568524;gene_biotype=protein_coding;sequence_ID=0.987;valid_ORFs=0	TCAF2	69614118	69627301	True
23453	1077529	chr22	Liftoff	gene	69647949	69669153	.	-	.	ID=gene-Tcaf2-l1;Dbxref=GeneID:101567722;Name=Tcaf2-l1;origin=rename;copy_num_ID=gene-LOC101567722_0;coverage=0.999;extra_copy_number=0;gbkey=Gene;gene=LOC101567722;gene_biotype=protein_coding;sequence_ID=0.991;valid_ORFs=2	TCAF2-L1	69647948	69669153	True
23488	1078497	chr22	Liftoff	gene	74849059	74849130	.	+	.	ID=gene-Trnac-gca-22;Dbxref=GeneID:111816189;Name=Trnac-gca-22;origin=liftoff;copy_num_ID=gene-Trnac-gca-22_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnac-gca;gene_biotype=tRNA;sequence_ID=1.0	TRNAC-GCA-22	74849058	74849130	True
23489	1078500	chr22	Liftoff	gene	74883560	74883629	.	+	.	ID=gene-Trnac-gca-21;Dbxref=GeneID:111816188;Name=Trnac-gca-21;origin=liftoff;copy_num_ID=gene-Trnac-gca-21_0;coverage=0.972;extra_copy_number=0;gbkey=Gene;gene=Trnac-gca;gene_biotype=tRNA;sequence_ID=0.972	TRNAC-GCA-21	74883559	74883629	True
23490	1078503	chr22	Liftoff	gene	74894902	74894973	.	+	.	ID=gene-Trnac-gca-18;Dbxref=GeneID:111816185;Name=Trnac-gca-18;origin=liftoff;copy_num_ID=gene-Trnac-gca-18_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnac-gca;gene_biotype=tRNA;sequence_ID=1.0	TRNAC-GCA-18	74894901	74894973	True
23491	1078506	chr22	Liftoff	gene	74898337	74898408	.	+	.	ID=gene-Trnac-gca-15;Dbxref=GeneID:111816182;Name=Trnac-gca-15;origin=liftoff;copy_num_ID=gene-Trnac-gca-15_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnac-gca;gene_biotype=tRNA;sequence_ID=1.0	TRNAC-GCA-15	74898336	74898408	True
23492	1078509	chr22	Liftoff	gene	74906340	74906411	.	+	.	ID=gene-Trnac-gca-16;Dbxref=GeneID:111816183;Name=Trnac-gca-16;origin=liftoff;copy_num_ID=gene-Trnac-gca-16_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnac-gca;gene_biotype=tRNA;sequence_ID=1.0	TRNAC-GCA-16	74906339	74906411	True
23493	1078512	chr22	Liftoff	gene	74907530	74907601	.	+	.	ID=gene-Trnac-gca-14;Dbxref=GeneID:111816180;Name=Trnac-gca-14;origin=liftoff;copy_num_ID=gene-Trnac-gca-14_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnac-gca;gene_biotype=tRNA;sequence_ID=1.0	TRNAC-GCA-14	74907529	74907601	True
23494	1078515	chr22	Liftoff	gene	74916471	74916542	.	-	.	ID=gene-Trnac-gca-20;Dbxref=GeneID:111816187;Name=Trnac-gca-20;origin=liftoff;copy_num_ID=gene-Trnac-gca-20_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnac-gca;gene_biotype=tRNA;sequence_ID=1.0	TRNAC-GCA-20	74916470	74916542	True
23495	1078518	chr22	Liftoff	gene	74922419	74922490	.	-	.	ID=gene-Trnac-gca-19;Dbxref=GeneID:111816186;Name=Trnac-gca-19;origin=liftoff;copy_num_ID=gene-Trnac-gca-19_0;coverage=0.986;extra_copy_number=0;gbkey=Gene;gene=Trnac-gca;gene_biotype=tRNA;sequence_ID=0.972	TRNAC-GCA-19	74922418	74922490	True
23496	1078521	chr22	Liftoff	gene	74924160	74924231	.	-	.	ID=gene-Trnac-gca-17;Dbxref=GeneID:111816184;Name=Trnac-gca-17;origin=liftoff;copy_num_ID=gene-Trnac-gca-17_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnac-gca;gene_biotype=tRNA;sequence_ID=0.986	TRNAC-GCA-17	74924159	74924231	True
23497	1078524	chr22	Liftoff	gene	74927126	74927197	.	-	.	ID=gene-Trnac-gca-3;Dbxref=GeneID:111816170;Name=Trnac-gca-3;origin=liftoff;copy_num_ID=gene-Trnac-gca-3_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnac-gca;gene_biotype=tRNA;sequence_ID=1.0	TRNAC-GCA-3	74927125	74927197	True
23498	1078527	chr22	Liftoff	gene	74933165	74933236	.	-	.	ID=gene-Trnac-gca-5;Dbxref=GeneID:111816192;Name=Trnac-gca-5;origin=liftoff;copy_num_ID=gene-Trnac-gca-5_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnac-gca;gene_biotype=tRNA;sequence_ID=1.0	TRNAC-GCA-5	74933164	74933236	True
23499	1078530	chr22	Liftoff	gene	74935776	74935847	.	-	.	ID=gene-Trnac-gca-8;Dbxref=GeneID:111816171;Name=Trnac-gca-8;origin=liftoff;copy_num_ID=gene-Trnac-gca-8_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnac-gca;gene_biotype=tRNA;sequence_ID=1.0	TRNAC-GCA-8	74935775	74935847	True
23500	1078533	chr22	Liftoff	gene	74945601	74945670	.	-	.	ID=gene-Trnac-gca-11;Dbxref=GeneID:111816174;Name=Trnac-gca-11;origin=liftoff;copy_num_ID=gene-Trnac-gca-11_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnac-gca;gene_biotype=tRNA;sequence_ID=1.0	TRNAC-GCA-11	74945600	74945670	True
23501	1078536	chr22	Liftoff	gene	74949526	74949597	.	-	.	ID=gene-Trnac-gca-12;Dbxref=GeneID:111816175;Name=Trnac-gca-12;origin=liftoff;copy_num_ID=gene-Trnac-gca-12_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnac-gca;gene_biotype=tRNA;sequence_ID=1.0	TRNAC-GCA-12	74949525	74949597	True
23502	1078539	chr22	Liftoff	gene	74952657	74952728	.	-	.	ID=gene-Trnac-gca-9;Dbxref=GeneID:111816172;Name=Trnac-gca-9;origin=liftoff;copy_num_ID=gene-Trnac-gca-9_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnac-gca;gene_biotype=tRNA;sequence_ID=1.0	TRNAC-GCA-9	74952656	74952728	True
23503	1078542	chr22	Liftoff	gene	74958771	74958842	.	-	.	ID=gene-Trnac-gca-10;Dbxref=GeneID:111816173;Name=Trnac-gca-10;origin=liftoff;copy_num_ID=gene-Trnac-gca-10_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnac-gca;gene_biotype=tRNA;sequence_ID=1.0	TRNAC-GCA-10	74958770	74958842	True
23504	1078545	chr22	Liftoff	gene	74960380	74960451	.	-	.	ID=gene-Trnac-gca-7;Dbxref=GeneID:111816194;Name=Trnac-gca-7;origin=liftoff;copy_num_ID=gene-Trnac-gca-7_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnac-gca;gene_biotype=tRNA;sequence_ID=1.0	TRNAC-GCA-7	74960379	74960451	True
23591	1082466	chr22	Liftoff	gene	81599200	81657041	.	+	.	ID=gene-Sept10;Dbxref=GeneID:101588879;Name=Sept10;origin=liftoff;copy_num_ID=gene-Sept10_0;coverage=0.941;extra_copy_number=0;gbkey=Gene;gene=Sept10;gene_biotype=protein_coding;sequence_ID=0.937;valid_ORFs=1	SEPT10	81599199	81657041	True
23592	1082490	chr22	Liftoff	gene	81655950	81657814	.	-	.	ID=gene-LOC105742442;Dbxref=GeneID:105742442;Name=LOC105742442;origin=liftoff;copy_num_ID=gene-LOC105742442_0;coverage=1.0;end_range=13297959,.;extra_copy_number=0;gbkey=Gene;gene=LOC105742442;gene_biotype=protein_coding;partial=true;sequence_ID=0.992;valid_ORFs=0	LOC105742442	81655949	81657814	True
23604	1083049	chr23	AUGUSTUS	gene	42397	43080	.	+	.	ID=gene-Idi1-dl2;Name=Idi1-dl2;origin=de_novo	IDI1-DL2	42396	43080	True
23670	1087067	chr23	Liftoff	gene	14958284	14972156	.	-	.	ID=gene-LOC111814804;Dbxref=GeneID:111814804;Name=LOC111814804;origin=liftoff;copy_num_ID=gene-LOC111814804_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814804;gene_biotype=lncRNA;sequence_ID=1.0	LOC111814804	14958283	14972156	True
23671	1087072	chr23	Liftoff	gene	14972147	14992419	.	-	.	ID=gene-LOC111814803;Dbxref=GeneID:111814803;Name=LOC111814803;origin=liftoff;copy_num_ID=gene-LOC111814803_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814803;gene_biotype=lncRNA;sequence_ID=1.0	LOC111814803	14972146	14992419	True
23672	1087077	chr23	Liftoff	gene	15125821	15129853	.	-	.	ID=gene-LOC111814931;Dbxref=GeneID:111814931;Name=LOC111814931;origin=liftoff;copy_num_ID=gene-LOC111814931_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814931;gene_biotype=lncRNA;sequence_ID=0.989	LOC111814931	15125820	15129853	True
23673	1087086	chr23	Liftoff	gene	15219548	15340737	.	-	.	ID=gene-Gab1;Dbxref=GeneID:101580064;Name=Gab1;origin=liftoff;copy_num_ID=gene-Gab1_0;coverage=1.0;end_range=2755906,.;extra_copy_number=0;gbkey=Gene;gene=Gab1;gene_biotype=protein_coding;partial=true;sequence_ID=0.999;valid_ORFs=0	GAB1	15219547	15340737	True
23682	1087546	chr23	AUGUSTUS	gene	18298933	18300735	.	-	.	ID=gene-Eif1ax-dl3;Name=Eif1ax-dl3;origin=de_novo	EIF1AX-DL3	18298932	18300735	True
23939	1099494	chr23	Liftoff	gene	82377017	82378869	.	-	.	ID=gene-Smim15-l1;Dbxref=GeneID:101564563;Name=Smim15-l1;origin=rename;copy_num_ID=gene-LOC101564563_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101564563;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1	SMIM15-L1	82377016	82378869	True
23940	1099500	chr23	Liftoff	gene	82444350	82446594	.	-	.	ID=gene-Ralgds-l3;Dbxref=GeneID:111813633;Name=Ralgds-l3;origin=rename;copy_num_ID=gene-LOC111813633_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111813633;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	RALGDS-L3	82444349	82446594	True
23941	1099513	chr23	AUGUSTUS	gene	82460359	82460829	.	-	.	ID=gene-Rpl23a-dl4;Name=Rpl23a-dl4;origin=de_novo	RPL23A-DL4	82460358	82460829	True
24161	1110099	chr24	Liftoff	gene	24592200	24633291	.	+	.	ID=gene-Rrm1;Dbxref=GeneID:101593129;Name=Rrm1;origin=liftoff;copy_num_ID=gene-Rrm1_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Rrm1;gene_biotype=protein_coding;sequence_ID=0.996;valid_ORFs=1	RRM1	24592199	24633291	True
24203	1110448	chr24	Liftoff	gene	25553142	25554089	.	-	.	ID=gene-Or51l1-l1;Dbxref=GeneID:101569682;Name=Or51l1-l1;origin=rename;copy_num_ID=gene-LOC101569682_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101569682;gene_biotype=protein_coding;sequence_ID=0.996;valid_ORFs=1	OR51L1-L1	25553141	25554089	True
24204	1110452	chr24	Liftoff	gene	25572466	25573407	.	+	.	ID=gene-Or51a7-l3;Dbxref=GeneID:101586720;Name=Or51a7-l3;origin=rename;copy_num_ID=gene-LOC101586720_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101586720;gene_biotype=protein_coding;sequence_ID=0.996;valid_ORFs=1	OR51A7-L3	25572465	25573407	True
