gene	base_gene	Chromosome	gene_start_bed	gene_end_bed	region_start	region_end	region_length	gene_length	tier	is_paralog	num_copies	overlaps_dup	Strand	source
SRC	SRC	chr20	64754044	64804809	64749044	64809809	60765	50765	T3	False	1	True	+	Liftoff
BLCAP	BLCAP	chr20	64891272	64902631	64886272	64907631	21359	11359	T3	False	1	True	-	Liftoff
NNAT	NNAT	chr20	64896373	64899483	64891373	64904483	13110	3110	T4	False	1	False	+	Liftoff
CTNNBL1	CTNNBL1	chr20	65071824	65260470	65066824	65265470	198646	188646	T3	False	2	True	+	Liftoff
LOC111816709	LOC111816709	chr20	65243277	65243403	65238277	65248403	10126	126	T4	False	1	False	-	Liftoff
VSTM2L	VSTM2L	chr20	65283379	65313617	65278379	65318617	40238	30238	T4	False	1	False	+	Liftoff
TTI1	TTI1	chr20	65342044	65409283	65337044	65414283	77239	67239	T3	False	1	True	-	Liftoff
RPRD1B	RPRD1B	chr20	65409272	65468446	65404272	65473446	69174	59174	T4	False	1	False	+	Liftoff
TGM2	TGM2	chr20	65510432	65543497	65505432	65548497	43065	33065	T4	False	1	False	-	Liftoff
KIAA1755	KIAA1755	chr20	65594671	65621215	65589671	65626215	36544	26544	T4	False	1	False	-	Liftoff
BPI	BPI	chr20	65662903	65691665	65657903	65696665	38762	28762	T4	False	1	False	+	Liftoff
LBP	LBP	chr20	65697782	65731047	65692782	65736047	43265	33265	T3	False	2	True	+	Liftoff
LOC111816659	LOC111816659	chr20	65747000	65747559	65742000	65752559	10559	559	T3	False	1	True	+	Liftoff
LBP-L1	LBP	chr20	65783233	65806891	65778233	65811891	33658	23658	T1	True	2	False	+	Liftoff
LOC111816658	LOC111816658	chr20	65807892	65818838	65802892	65823838	20946	10946	T3	False	1	True	-	Liftoff
LOC111816697	LOC111816697	chr20	65812932	65813065	65807932	65818065	10133	133	T3	False	1	True	-	Liftoff
LOC111816696	LOC111816696	chr20	65815135	65815269	65810135	65820269	10134	134	T3	False	1	True	-	Liftoff
LOC111816657	LOC111816657	chr20	65842767	65848662	65837767	65853662	15895	5895	T4	False	1	False	+	Liftoff
LOC111816699	LOC111816699	chr20	65845052	65845186	65840052	65850186	10134	134	T4	False	1	False	+	Liftoff
LOC111816698	LOC111816698	chr20	65847081	65847211	65842081	65852211	10130	130	T4	False	1	False	+	Liftoff
RALGAPB	RALGAPB	chr20	65873456	65988801	65868456	65993801	125345	115345	T4	False	1	False	+	Liftoff
LOC111816693	LOC111816693	chr20	65907408	65907514	65902408	65912514	10106	106	T4	False	1	False	-	Liftoff
LOC111816683	LOC111816683	chr20	65937959	65938066	65932959	65943066	10107	107	T4	False	1	False	-	Liftoff
LOC111816681	LOC111816681	chr20	66052894	66053029	66047894	66058029	10135	135	T4	False	1	False	+	Liftoff
SLC32A1	SLC32A1	chr20	66107417	66112715	66102417	66117715	15298	5298	T4	False	1	False	+	Liftoff
ACTR5	ACTR5	chr20	66125644	66152250	66120644	66157250	36606	26606	T3	False	1	True	+	Liftoff
LOC111816674	LOC111816674	chr20	66149637	66150871	66144637	66155871	11234	1234	T4	False	1	False	-	Liftoff
PPP1R16B	PPP1R16B	chr20	66186835	66298889	66181835	66303889	122054	112054	T3	False	1	True	+	Liftoff
LOC111816703	LOC111816703	chr20	66224455	66224566	66219455	66229566	10111	111	T4	False	1	False	+	Liftoff
FAM83D	FAM83D	chr20	66302211	66327325	66297211	66332325	35114	25114	T3	False	1	True	+	Liftoff
DHX35	DHX35	chr20	66337233	66424227	66332233	66429227	96994	86994	T4	False	1	False	+	Liftoff
LOC111816689	LOC111816689	chr20	66397073	66397177	66392073	66402177	10104	104	T4	False	1	False	-	Liftoff
LOC111816686	LOC111816686	chr20	67836269	67836376	67831269	67841376	10107	107	T4	False	1	False	+	Liftoff
MAFB	MAFB	chr20	68214448	68217862	68209448	68222862	13414	3414	T4	False	1	False	-	Liftoff
TOP1	TOP1	chr20	68589533	68685635	68584533	68690635	106102	96102	T3	False	1	True	+	Liftoff
LOC111816667	LOC111816667	chr20	68690159	68693820	68685159	68698820	13661	3661	T4	False	1	False	-	Liftoff
PLCG1	PLCG1	chr20	68694486	68732057	68689486	68737057	47571	37571	T4	False	1	False	+	Liftoff
ZHX3	ZHX3	chr20	68734533	68937427	68729533	68942427	212894	202894	T3	False	1	True	-	Liftoff
RAP1B-DL2	RAP1B	chr20	68758031	68761265	68753031	68766265	13234	3234	T2	True	4	True	+	AUGUSTUS
PFDN2-L1	PFDN2	chr20	68848544	68850276	68843544	68855276	11732	1732	T2	True	2	True	+	Liftoff
LPIN3	LPIN3	chr20	68957984	68976330	68952984	68981330	28346	18346	T4	False	1	False	+	Liftoff
EMILIN3	EMILIN3	chr20	68975254	68981667	68970254	68986667	16413	6413	T4	False	1	False	-	Liftoff
LOC101565474	LOC101565474	chr20	68992862	68993243	68987862	68998243	10381	381	T3	False	1	True	+	Liftoff
CHD6	CHD6	chr20	69015140	69182314	69010140	69187314	177174	167174	T3	False	1	True	-	Liftoff
LOC101581130	LOC101581130	chr20	69350460	69350795	69345460	69355795	10335	335	T3	False	1	True	+	Liftoff
LOC111816701	LOC111816701	chr20	69375129	69375292	69370129	69380292	10163	163	T4	False	1	False	-	Liftoff
PTPRT	PTPRT	chr20	69791026	70666787	69786026	70671787	885761	875761	T3	False	1	True	-	Liftoff
LOC101569044	LOC101569044	chr20	70865510	70867392	70860510	70872392	11882	1882	T3	False	1	True	-	Liftoff
LOC105742131	LOC105742131	chr20	70877762	70880394	70872762	70885394	12632	2632	T3	False	1	True	-	Liftoff
LOC111816688	LOC111816688	chr20	71232338	71232445	71227338	71237445	10107	107	T4	False	1	False	+	Liftoff
SRSF6	SRSF6	chr20	71307571	71311206	71302571	71316206	13635	3635	T3	False	2	True	+	Liftoff
L3MBTL1	L3MBTL1	chr20	71331105	71355180	71326105	71360180	34075	24075	T4	False	1	False	+	Liftoff
LOC111816669	LOC111816669	chr20	71354602	71364480	71349602	71369480	19878	9878	T4	False	1	False	-	Liftoff
SGK2	SGK2	chr20	71376562	71396990	71371562	71401990	30428	20428	T3	False	1	True	+	gmst
IFT52	IFT52	chr20	71396990	71450359	71391990	71455359	63369	53369	T3	False	1	True	+	Liftoff
MYBL2	MYBL2	chr20	71463690	71499773	71458690	71504773	46083	36083	T4	False	1	False	+	Liftoff
GTSF1L	GTSF1L	chr20	71509649	71510351	71504649	71515351	10702	702	T4	False	1	False	-	Liftoff
TOX2	TOX2	chr20	71675062	71813119	71670062	71818119	148057	138057	T3	False	1	True	+	Liftoff
RPL18A-DL2	RPL18A	chr20	71685551	71686166	71680551	71691166	10615	615	T2	True	8	True	-	AUGUSTUS
JPH2	JPH2	chr20	71830974	71905291	71825974	71910291	84317	74317	T4	False	1	False	-	Liftoff
OSER1	OSER1	chr20	71910166	72001611	71905166	72006611	101445	91445	T3	False	1	True	-	Liftoff
GDAP1L1	GDAP1L1	chr20	71924690	71988251	71919690	71993251	73561	63561	T3	False	1	True	+	Liftoff
PRKRIP1-DL1	PRKRIP1	chr20	71995969	71998130	71990969	72003130	12161	2161	T2	True	3	True	+	AUGUSTUS
FITM2	FITM2	chr20	71997032	72001757	71992032	72006757	14725	4725	T4	False	1	False	-	Liftoff
R3HDML	R3HDML	chr20	72027578	72045255	72022578	72050255	27677	17677	T4	False	1	False	+	Liftoff
HNF4A	HNF4A	chr20	72072006	72107670	72067006	72112670	45664	35664	T4	False	1	False	+	Liftoff
TTPAL	TTPAL	chr20	72147594	72176116	72142594	72181116	38522	28522	T3	False	1	True	+	Liftoff
SERINC3	SERINC3	chr20	72180475	72211143	72175475	72216143	40668	30668	T3	False	1	True	-	Liftoff
PKIG	PKIG	chr20	72231403	72362569	72226403	72367569	141166	131166	T3	False	1	True	+	Liftoff
RPS25-DL7	RPS25	chr20	72262481	72263703	72257481	72268703	11222	1222	T2	True	16	True	-	AUGUSTUS
ADA	ADA	chr20	72361178	72368922	72356178	72373922	17744	7744	T3	False	1	True	-	Liftoff
WISP2	WISP2	chr20	72443827	72463850	72438827	72468850	30023	20023	T4	False	1	False	+	Liftoff
KCNK15	KCNK15	chr20	72479921	72488888	72474921	72493888	18967	8967	T4	False	1	False	+	Liftoff
RIMS4	RIMS4	chr20	72488617	72547045	72483617	72552045	68428	58428	T4	False	1	False	-	Liftoff
LOC111816706	LOC111816706	chr20	72648708	72648835	72643708	72653835	10127	127	T4	False	1	False	+	Liftoff
YWHAB	YWHAB	chr20	72655427	72664363	72650427	72669363	18936	8936	T4	False	1	False	+	AUGUSTUS
PABPC1L	PABPC1L	chr20	72665249	72692996	72660249	72697996	37747	27747	T3	False	1	True	+	Liftoff
LOC111816691	LOC111816691	chr20	72674813	72674919	72669813	72679919	10106	106	T4	False	1	False	-	Liftoff
TOMM34	TOMM34	chr20	72699746	72721397	72694746	72726397	31651	21651	T4	False	1	False	-	Liftoff
STK4	STK4	chr20	72724836	72829175	72719836	72834175	114339	104339	T3	False	1	True	+	Liftoff
KCNS1	KCNS1	chr20	72842986	72847459	72837986	72852459	14473	4473	T4	False	1	False	-	Liftoff
WFDC5	WFDC5	chr20	72855979	72861465	72850979	72866465	15486	5486	T4	False	1	False	-	Liftoff
WFDC15A	WFDC15A	chr20	72872597	72894932	72867597	72899932	32335	22335	T4	False	1	False	-	Liftoff
LOC101590574	LOC101590574	chr20	72938066	72949503	72933066	72954503	21437	11437	T3	False	1	True	-	Liftoff
LOC101592142	LOC101592142	chr20	73060934	73070504	73055934	73075504	19570	9570	T4	False	1	False	+	Liftoff
LOC101592911	LOC101592911	chr20	73114130	73119846	73109130	73124846	15716	5716	T4	False	1	False	+	Liftoff
SLPI	SLPI	chr20	73139296	73142140	73134296	73147140	12844	2844	T4	False	1	False	-	Liftoff
MATN4	MATN4	chr20	73200137	73213868	73195137	73218868	23731	13731	T4	False	1	False	-	Liftoff
RBPJL	RBPJL	chr20	73212662	73224370	73207662	73229370	21708	11708	T4	False	1	False	+	Liftoff
SDC4	SDC4	chr20	73241485	73262302	73236485	73267302	30817	20817	T3	False	1	True	-	Liftoff
SYS1	SYS1	chr20	73275616	73315315	73270616	73320315	49699	39699	T4	False	1	False	+	Liftoff
DBNDD2	DBNDD2	chr20	73277931	73319203	73272931	73324203	51272	41272	T4	False	1	False	+	Liftoff
TP53TG5	TP53TG5	chr20	73288088	73295760	73283088	73300760	17672	7672	T4	False	1	False	-	Liftoff
PIGT	PIGT	chr20	73324151	73332936	73319151	73337936	18785	8785	T4	False	1	False	+	Liftoff
LOC111814647	LOC111814647	chr20	73341246	73341353	73336246	73346353	10107	107	T4	False	1	False	+	Liftoff
LOC111816692	LOC111816692	chr20	73599665	73599772	73594665	73604772	10107	107	T3	False	1	True	-	Liftoff
LOC111818039	LOC111818039	chr20	73775256	73775363	73770256	73780363	10107	107	T3	False	1	True	+	Liftoff
WFDC2	WFDC2	chr20	73830316	73859107	73825316	73864107	38791	28791	T4	False	1	False	+	Liftoff
LOC111818037	LOC111818037	chr20	73884429	73884536	73879429	73889536	10107	107	T4	False	1	False	-	Liftoff
LOC111818031	LOC111818031	chr20	73903023	73906722	73898023	73911722	13699	3699	T3	False	1	True	-	Liftoff
EPPIN	EPPIN	chr20	73912749	73919257	73907749	73924257	16508	6508	T4	False	1	False	-	Liftoff
WFDC8	WFDC8	chr20	73921849	73941271	73916849	73946271	29422	19422	T3	False	1	True	-	Liftoff
WFDC9	WFDC9	chr20	73969611	73977473	73964611	73982473	17862	7862	T4	False	1	False	-	Liftoff
WFDC10A	WFDC10A	chr20	73996442	73997894	73991442	74002894	11452	1452	T4	False	1	False	+	Liftoff
WFDC13	WFDC13	chr20	74021294	74030226	74016294	74035226	18932	8932	T3	False	1	True	+	Liftoff
LOC111818019	LOC111818019	chr20	74048663	74052255	74043663	74057255	13592	3592	T4	False	1	False	+	Liftoff
LOC111818018	LOC111818018	chr20	74110108	74117608	74105108	74122608	17500	7500	T4	False	1	False	+	Liftoff
WFDC3	WFDC3	chr20	74165325	74177683	74160325	74182683	22358	12358	T4	False	1	False	-	Liftoff
DNTTIP1	DNTTIP1	chr20	74179942	74211796	74174942	74216796	41854	31854	T3	False	1	True	+	Liftoff
UBE2C	UBE2C	chr20	74212668	74216707	74207668	74221707	14039	4039	T3	False	2	True	+	Liftoff
RGS9BP-L1	RGS9BP	chr20	74216726	74225603	74211726	74230603	18877	8877	T1	True	2	False	-	Liftoff
TNNC2	TNNC2	chr20	74225601	74228454	74220601	74233454	12853	2853	T4	False	1	False	-	Liftoff
SNX21	SNX21	chr20	74232745	74241068	74227745	74246068	18323	8323	T4	False	1	False	+	Liftoff
ACOT8	ACOT8	chr20	74239929	74253527	74234929	74258527	23598	13598	T4	False	1	False	-	Liftoff
ZSWIM3	ZSWIM3	chr20	74253620	74276780	74248620	74281780	33160	23160	T4	False	1	False	+	Liftoff
ZSWIM1	ZSWIM1	chr20	74254002	74281844	74249002	74286844	37842	27842	T4	False	1	False	+	Liftoff
SPATA25	SPATA25	chr20	74281328	74284537	74276328	74289537	13209	3209	T4	False	1	False	-	Liftoff
NEURL2	NEURL2	chr20	74284537	74288051	74279537	74293051	13514	3514	T4	False	1	False	-	Liftoff
CTSA	CTSA	chr20	74288112	74296233	74283112	74301233	18121	8121	T4	False	1	False	+	Liftoff
PLTP	PLTP	chr20	74293942	74308684	74288942	74313684	24742	14742	T4	False	1	False	-	Liftoff
LOC111818020	LOC111818020	chr20	74324383	74348375	74319383	74353375	33992	23992	T4	False	1	False	+	Liftoff
PCIF1	PCIF1	chr20	74327201	74341595	74322201	74346595	24394	14394	T4	False	1	False	+	Liftoff
ZNF335	ZNF335	chr20	74341606	74362737	74336606	74367737	31131	21131	T4	False	1	False	-	Liftoff
LOC111818032	LOC111818032	chr20	74362800	74366777	74357800	74371777	13977	3977	T4	False	1	False	+	Liftoff
MMP9	MMP9	chr20	74404223	74411923	74399223	74416923	17700	7700	T4	False	1	False	+	Liftoff
SLC12A5	SLC12A5	chr20	74416963	74454343	74411963	74459343	47380	37380	T4	False	1	False	+	Liftoff
NCOA5	NCOA5	chr20	74453329	74491185	74448329	74496185	47856	37856	T4	False	1	False	-	Liftoff
LOC111818029	LOC111818029	chr20	74458059	74459247	74453059	74464247	11188	1188	T4	False	1	False	-	Liftoff
NIFK-DL2	NIFK	chr20	74508923	74511270	74503923	74516270	12347	2347	T2	True	5	True	+	AUGUSTUS
CD40	CD40	chr20	74512896	74523788	74507896	74528788	20892	10892	T4	False	1	False	+	Liftoff
CDH22	CDH22	chr20	74566180	74636089	74561180	74641089	79909	69909	T4	False	1	False	-	Liftoff
LOC111818033	LOC111818033	chr20	74596631	74602104	74591631	74607104	15473	5473	T4	False	1	False	+	Liftoff
SLC35C2	SLC35C2	chr20	74725968	74738659	74720968	74743659	22691	12691	T4	False	1	False	-	Liftoff
ELMO2	ELMO2	chr20	74740438	74780364	74735438	74785364	49926	39926	T4	False	1	False	-	Liftoff
ZNF334	ZNF334	chr20	74819913	74832723	74814913	74837723	22810	12810	T4	False	1	False	-	Liftoff
TRHR-L1	TRHR	chr20	74891267	74895369	74886267	74900369	14102	4102	T1	True	2	False	-	Liftoff
OCSTAMP	OCSTAMP	chr20	74916733	74922967	74911733	74927967	16234	6234	T4	False	1	False	-	Liftoff
SLC13A3	SLC13A3	chr20	74927279	75002860	74922279	75007860	85581	75581	T3	False	1	True	-	Liftoff
TP53RK	TP53RK	chr20	75028426	75032640	75023426	75037640	14214	4214	T4	False	1	False	-	Liftoff
SLC2A10	SLC2A10	chr20	75046447	75060077	75041447	75065077	23630	13630	T4	False	1	False	+	Liftoff
LOC111818024	LOC111818024	chr20	75140921	75141390	75135921	75146390	10469	469	T4	False	1	False	+	Liftoff
LOC111815172	LOC111815172	chr20	75160567	75161021	75155567	75166021	10454	454	T3	False	1	True	+	Liftoff
EYA2	EYA2	chr20	75186976	75427395	75181976	75432395	250419	240419	T3	False	1	True	+	Liftoff
ZMYND8	ZMYND8	chr20	75433009	75565980	75428009	75570980	142971	132971	T3	False	1	True	-	Liftoff
NCOA3	NCOA3	chr20	75697896	75829971	75692896	75834971	142075	132075	T3	False	1	True	+	Liftoff
SULF2	SULF2	chr20	75824228	75929962	75819228	75934962	115734	105734	T3	False	1	True	-	Liftoff
UQCC3-DL1	UQCC3	chr20	75938355	75938709	75933355	75943709	10354	354	T1	True	2	False	+	AUGUSTUS
RPL35-DL8	RPL35	chr20	76114806	76115178	76109806	76120178	10372	372	T2	True	22	True	-	AUGUSTUS
PREX1	PREX1	chr20	76454584	76624240	76449584	76629240	179656	169656	T3	False	1	True	-	Liftoff
ARFGEF2	ARFGEF2	chr20	76705897	76807471	76700897	76812471	111574	101574	T3	False	1	True	+	Liftoff
CSE1L	CSE1L	chr20	76811732	76858936	76806732	76863936	57204	47204	T3	False	2	True	+	Liftoff
STAU1	STAU1	chr20	76862555	76921068	76857555	76926068	68513	58513	T3	False	1	True	-	Liftoff
DDX27	DDX27	chr20	76998726	77019054	76993726	77024054	30328	20328	T4	False	1	False	+	Liftoff
ZNFX1	ZNFX1	chr20	77020053	77052017	77015053	77057017	41964	31964	T4	False	1	False	-	Liftoff
LOC111818021	LOC111818021	chr20	77052232	77054938	77047232	77059938	12706	2706	T4	False	1	False	+	Liftoff
LOC111818042	LOC111818042	chr20	77052457	77052548	77047457	77057548	10091	91	T4	False	1	False	+	Liftoff
LOC111818040	LOC111818040	chr20	77053672	77053763	77048672	77058763	10091	91	T4	False	1	False	+	Liftoff
LOC111818041	LOC111818041	chr20	77053980	77054071	77048980	77059071	10091	91	T4	False	1	False	+	Liftoff
KCNB1	KCNB1	chr20	77119582	77230084	77114582	77235084	120502	110502	T3	False	1	True	-	Liftoff
PTGIS	PTGIS	chr20	77246044	77285128	77241044	77290128	49084	39084	T3	False	1	True	-	Liftoff
B4GALT5	B4GALT5	chr20	77346052	77367708	77341052	77372708	31656	21656	T3	False	1	True	-	Liftoff
RPLP0-DL5	RPLP0	chr20	77440754	77441754	77435754	77446754	11000	1000	T2	True	13	True	-	AUGUSTUS
SLC9A8	SLC9A8	chr20	77544824	77619395	77539824	77624395	84571	74571	T4	False	1	False	+	Liftoff
SPATA2	SPATA2	chr20	77635582	77645594	77630582	77650594	20012	10012	T4	False	1	False	-	Liftoff
RNF114	RNF114	chr20	77666572	77688012	77661572	77693012	31440	21440	T3	False	1	True	+	Liftoff
SNAI1	SNAI1	chr20	77708493	77714696	77703493	77719696	16203	6203	T4	False	1	False	+	Liftoff
UBE2V1	UBE2V1	chr20	77773281	77810285	77768281	77815285	47004	37004	T3	False	1	True	-	Liftoff
TMEM189	TMEM189	chr20	77827173	77851027	77822173	77856027	33854	23854	T4	False	1	False	-	Liftoff
CEBPB	CEBPB	chr20	77890097	77891741	77885097	77896741	11644	1644	T4	False	1	False	+	Liftoff
PTPN1	PTPN1	chr20	78128974	78200047	78123974	78205047	81073	71073	T4	False	1	False	+	Liftoff
RIPOR3	RIPOR3	chr20	78199209	78271767	78194209	78276767	82558	72558	T4	False	1	False	-	Liftoff
PARD6B	PARD6B	chr20	78320590	78343650	78315590	78348650	33060	23060	T4	False	1	False	+	Liftoff
LOC111818036	LOC111818036	chr20	78332877	78332985	78327877	78337985	10108	108	T4	False	1	False	-	Liftoff
BCAS4	BCAS4	chr20	78372084	78410437	78367084	78415437	48353	38353	T4	False	1	False	+	Liftoff
ADNP	ADNP	chr20	78446451	78485834	78441451	78490834	49383	39383	T3	False	1	True	-	Liftoff
DPM1	DPM1	chr20	78483938	78507239	78478938	78512239	33301	23301	T3	False	3	True	-	Liftoff
MOCS3	MOCS3	chr20	78507168	78509846	78502168	78514846	12678	2678	T4	False	1	False	+	Liftoff
KCNG1	KCNG1	chr20	78556600	78573621	78551600	78578621	27021	17021	T4	False	1	False	-	Liftoff
NFATC2	NFATC2	chr20	78857166	78972498	78852166	78977498	125332	115332	T4	False	1	False	-	Liftoff
ATP9A	ATP9A	chr20	79018196	79145370	79013196	79150370	137174	127174	T4	False	1	False	-	Liftoff
SALL4	SALL4	chr20	79188352	79205014	79183352	79210014	26662	16662	T3	False	1	True	-	Liftoff
LOC101571079	LOC101571079	chr20	79458072	79458921	79453072	79463921	10849	849	T3	False	1	True	+	Liftoff
ZFP64	ZFP64	chr20	79476423	79564103	79471423	79569103	97680	87680	T3	False	1	True	-	Liftoff
TSHZ2	TSHZ2	chr20	80327670	80600556	80322670	80605556	282886	272886	T4	False	1	False	+	Liftoff
LOC111818030	LOC111818030	chr20	80350017	80356455	80345017	80361455	16438	6438	T4	False	1	False	-	Liftoff
LOC111818038	LOC111818038	chr20	80352406	80352513	80347406	80357513	10107	107	T4	False	1	False	-	Liftoff
LOC111818022	LOC111818022	chr20	80814568	80819816	80809568	80824816	15248	5248	T3	False	1	True	-	Liftoff
ZNF217	ZNF217	chr20	80846181	80886920	80841181	80891920	50739	40739	T3	False	1	True	-	Liftoff
LOC111818025	LOC111818025	chr20	81113424	81132008	81108424	81137008	28584	18584	T3	False	1	True	+	Liftoff
BCAS1	BCAS1	chr20	81143762	81248795	81138762	81253795	115033	105033	T3	False	1	True	-	Liftoff
VPS28-DL1	VPS28	chr20	81196866	81197575	81191866	81202575	10709	709	T2	True	2	True	-	gmst
CYP24A1	CYP24A1	chr20	81321904	81337284	81316904	81342284	25380	15380	T4	False	1	False	-	Liftoff
PFDN4	PFDN4	chr20	81361913	81368011	81356913	81373011	16098	6098	T3	False	1	True	+	Liftoff
DOK5	DOK5	chr20	81671026	81855130	81666026	81860130	194104	184104	T3	False	1	True	+	Liftoff
TBCC-DL1	TBCC	chr20	82996737	82998221	82991737	83003221	11484	1484	T2	True	2	True	-	AUGUSTUS
EEF1A1-DL19	EEF1A1	chr20	83203360	83204749	83198360	83209749	11389	1389	T1	True	51	False	-	AUGUSTUS
CBLN4	CBLN4	chr20	83288700	83294943	83283700	83299943	16243	6243	T4	False	1	False	-	Liftoff
CLINT1-L1	CLINT1	chr20	83505868	83507964	83500868	83512964	12096	2096	T2	True	2	True	-	Liftoff
MC3R	MC3R	chr20	83576387	83578534	83571387	83583534	12147	2147	T4	False	1	False	+	Liftoff
FAM210B	FAM210B	chr20	83706256	83714428	83701256	83719428	18172	8172	T4	False	1	False	+	Liftoff
AURKA	AURKA	chr20	83715422	83749483	83710422	83754483	44061	34061	T3	False	1	True	-	Liftoff
CSTF1	CSTF1	chr20	83749514	83758169	83744514	83763169	18655	8655	T4	False	1	False	+	Liftoff
CASS4	CASS4	chr20	83771243	83809538	83766243	83814538	48295	38295	T4	False	1	False	+	Liftoff
RTF2	RTF2	chr20	83816303	83853899	83811303	83858899	47596	37596	T4	False	1	False	+	Liftoff
GCNT7	GCNT7	chr20	83827098	83837852	83822098	83842852	20754	10754	T4	False	1	False	-	Liftoff
FAM209B	FAM209B	chr20	83857398	83858938	83852398	83863938	11540	1540	T4	False	1	False	+	Liftoff
TFAP2C	TFAP2C	chr20	83946269	83955165	83941269	83960165	18896	8896	T3	False	1	True	+	Liftoff
BMP7	BMP7	chr20	84346849	84424197	84341849	84429197	87348	77348	T4	False	1	False	-	Liftoff
SPO11	SPO11	chr20	84476949	84496125	84471949	84501125	29176	19176	T3	False	1	True	+	Liftoff
LOC111818035	LOC111818035	chr20	84491639	84491746	84486639	84496746	10107	107	T4	False	1	False	-	Liftoff
RAE1	RAE1	chr20	84502315	84521728	84497315	84526728	29413	19413	T3	False	1	True	+	Liftoff
RBM38	RBM38	chr20	84538574	84551494	84533574	84556494	22920	12920	T4	False	1	False	+	Liftoff
CTCFL	CTCFL	chr20	84632980	84651605	84627980	84656605	28625	18625	T4	False	1	False	-	Liftoff
PCK1	PCK1	chr20	84684133	84689015	84679133	84694015	14882	4882	T3	False	1	True	+	Liftoff
ZBP1	ZBP1	chr20	84718665	84730489	84713665	84735489	21824	11824	T4	False	1	False	-	Liftoff
PMEPA1	PMEPA1	chr20	84754603	84761936	84749603	84766936	17333	7333	T4	False	1	False	-	Liftoff
CUNH20ORF85	CUNH20ORF85	chr20	85385321	85394587	85380321	85399587	19266	9266	T4	False	1	False	+	Liftoff
ANKRD60	ANKRD60	chr20	85410114	85443303	85405114	85448303	43189	33189	T4	False	1	False	-	Liftoff
PPP4R1-L1	PPP4R1	chr20	85444290	85530351	85439290	85535351	96061	86061	T1	True	2	False	-	Liftoff
RAB22A	RAB22A	chr20	85530461	85598966	85525461	85603966	78505	68505	T4	False	1	False	+	Liftoff
VAPB	VAPB	chr20	85622108	85680923	85617108	85685923	68815	58815	T3	False	2	True	+	Liftoff
